Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-44-4112-01A-22D-A27T-08	286	27	54	26	41	31	0
TCGA-44-4112-01A-31D-A27T-08	283	25	36	85	36	36	0
TCGA-44-4112-01B-06D-A271-08	227	3	36	26	44	13	0
TCGA-44-5643-01A-01D-1625-08	13	53	17	23	0	31	1
TCGA-44-5644-01A-21D-2036-08	552	138	126	37	60	58	25
TCGA-44-5645-01A-01D-1625-08	0	4	0	0	14	11	7
TCGA-44-5645-01A-01D-A271-08	0	5	1	0	14	9	7
TCGA-44-5645-01A-21D-A27T-08	0	6	2	0	13	12	7
TCGA-44-5645-01A-51D-A27T-08	0	3	4	0	12	12	7
TCGA-44-5645-01B-04D-A271-08	0	8	3	0	9	13	4
TCGA-44-6144-01A-11D-1753-08	92	70	1	17	23	17	16
TCGA-44-6145-01A-11D-1753-08	227	2	40	4	19	12	21
TCGA-44-6147-01A-11D-1753-08	80	68	3	12	0	12	12
TCGA-44-6147-01A-11D-A271-08	98	54	0	23	0	15	9
TCGA-44-6147-01A-21D-A27T-08	76	90	0	14	0	38	8
TCGA-44-6147-01A-31D-A27T-08	44	73	1	0	0	0	5
TCGA-44-6147-01B-06D-A271-08	56	70	4	4	0	11	6
TCGA-44-6774-01A-21D-1855-08	195	77	17	0	9	8	1
TCGA-44-6775-01A-11D-1855-08	9	20	0	3	21	7	0
TCGA-44-6775-01A-11D-A271-08	0	30	0	5	15	9	0
TCGA-44-6775-01A-21D-A27T-08	5	24	0	3	19	7	0
TCGA-44-6775-01A-31D-A27T-08	9	22	1	5	22	7	0
TCGA-44-6775-01C-02D-A271-08	2	21	0	2	23	7	0
TCGA-44-6776-01A-11D-1855-08	106	43	5	6	27	12	1
TCGA-44-6777-01A-11D-1855-08	173	2	51	72	40	28	6
TCGA-44-6778-01A-11D-1855-08	192	44	80	7	46	17	19
TCGA-44-6779-01A-11D-1855-08	16	45	0	3	0	31	6
TCGA-44-7659-01A-11D-2063-08	59	40	0	8	35	4	6
TCGA-44-7660-01A-11D-2063-08	98	47	107	21	75	13	0
TCGA-44-7661-01A-11D-2063-08	110	39	34	34	33	11	0
TCGA-44-7662-01A-11D-2063-08	258	169	25	50	53	10	19
TCGA-44-7667-01A-31D-2063-08	189	166	61	1	0	36	31
TCGA-44-7670-01A-11D-2063-08	663	90	138	129	27	34	55
TCGA-44-7671-01A-11D-2063-08	81	47	70	2	21	19	0
TCGA-44-7672-01A-11D-2063-08	76	30	35	1	5	9	6
TCGA-44-8117-01A-11D-2238-08	525	111	29	32	70	42	3
TCGA-44-8119-01A-11D-2238-08	308	130	78	9	58	57	26
TCGA-44-8120-01A-11D-2238-08	372	160	1	23	59	30	0
TCGA-44-A479-01A-31D-A24D-08	211	0	0	26	40	11	7
TCGA-44-A47A-01A-21D-A24D-08	31	5	81	57	19	23	0
TCGA-44-A47G-01A-21D-A24D-08	0	21	25	11	0	8	4
TCGA-44-A4SS-01A-11D-A24P-08	221	5	93	44	85	19	24
TCGA-44-A4SU-01A-11D-A24P-08	42	52	14	1	20	21	0
TCGA-49-4487-01A-21D-1855-08	163	23	78	52	33	2	1
TCGA-49-4488-01A-01D-1753-08	197	20	3	28	24	6	21
TCGA-49-4490-01A-21D-1855-08	0	2	3	9	13	10	3
TCGA-49-4494-01A-01D-1265-08	110	10	49	7	0	19	5
TCGA-49-4501-01A-01D-1265-08	0	15	0	7	0	18	6
TCGA-49-4505-01A-01D-1931-08	92	69	6	11	4	33	7
TCGA-49-4506-01A-01D-1265-08	55	10	0	6	27	11	7
TCGA-49-4510-01A-01D-1265-08	18	0	2	6	19	2	0
