Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-55-6979-01A-11D-1945-08	5.94E+00	7.49E+00	1.87E+00	1.44E+00	1.94E+00
TCGA-55-6980-01A-11D-1945-08	0.00E+00	1.45E+00	5.00E-01	1.19E+00	1.52E+00
TCGA-55-6981-01A-11D-1945-08	8.79E-01	2.79E+00	1.05E+00	2.19E+00	2.25E+00
TCGA-55-6982-01A-11D-1945-08	2.10E+00	4.39E+00	2.79E+00	3.10E+00	1.29E+00
TCGA-55-6984-01A-11D-1945-08	6.29E-01	1.78E+00	0.00E+00	9.83E-01	1.11E+00
TCGA-55-6985-01A-11D-1945-08	8.21E+00	8.01E+00	1.67E+00	3.26E+00	3.66E+00
TCGA-55-6986-01A-11D-1945-08	0.00E+00	1.52E+00	3.35E-01	1.80E+00	3.00E-01
TCGA-55-6987-01A-11D-1945-08	3.81E+00	3.43E+00	1.94E+00	1.56E+00	3.03E+00
TCGA-55-7281-01A-11D-2036-08	1.34E+01	1.81E+01	2.64E+00	3.22E+00	5.04E+00
TCGA-55-7283-01A-11D-2036-08	5.49E+00	5.43E+00	2.70E+00	1.75E+00	3.93E+00
TCGA-55-7284-01B-11D-2238-08	1.08E+00	1.94E+00	6.01E-01	1.63E+00	3.02E+00
TCGA-55-7570-01A-11D-2036-08	1.12E+01	1.33E+01	3.88E+00	2.09E+00	5.74E+00
TCGA-55-7573-01A-11D-2036-08	1.94E+00	3.30E+00	1.51E+00	9.32E-01	2.43E+00
TCGA-55-7574-01A-11D-2036-08	3.89E+00	4.57E+00	3.28E+00	2.91E+00	1.98E+00
TCGA-55-7576-01A-11D-2063-08	1.09E+01	1.27E+01	2.64E+00	2.79E+00	4.96E+00
TCGA-55-7724-01A-11D-2167-08	2.90E+00	8.46E+00	2.30E+00	2.49E+00	8.07E+00
TCGA-55-7725-01A-11D-2167-08	4.74E+00	5.19E+00	1.08E+00	2.29E+00	2.46E+00
TCGA-55-7726-01A-11D-2167-08	1.73E+00	2.84E+00	2.19E+00	2.90E+00	2.64E+00
TCGA-55-7727-01A-11D-2167-08	8.38E+00	6.73E+00	3.56E+00	1.67E+00	3.60E+00
TCGA-55-7903-01A-11D-2167-08	4.19E+00	3.28E+00	1.25E+00	3.01E+00	3.68E+00
TCGA-55-7907-01A-11D-2167-08	2.87E+01	3.06E+01	5.42E+00	4.82E+00	5.15E+00
TCGA-55-7910-01A-11D-2167-08	8.08E+00	9.08E+00	2.30E+00	3.27E+00	2.81E+00
TCGA-55-7911-01A-11D-2167-08	6.04E+00	5.98E+00	1.68E+00	2.16E+00	2.73E+00
TCGA-55-7913-01B-11D-2238-08	7.74E+00	9.26E+00	2.24E+00	3.43E+00	3.93E+00
TCGA-55-7914-01A-11D-2167-08	3.46E+00	3.60E+00	3.02E+00	3.68E+00	2.70E+00
TCGA-55-7994-01A-11D-2184-08	4.60E+01	4.35E+01	5.78E+00	4.96E+00	9.84E+00
TCGA-55-7995-01A-11D-2184-08	1.38E+01	1.33E+01	4.53E+00	2.27E+00	1.05E+01
TCGA-55-8085-01A-11D-2238-08	3.77E+00	4.59E+00	3.52E+00	2.41E+00	2.52E+00
TCGA-55-8087-01A-11D-2238-08	6.46E-01	7.77E-01	9.20E-01	1.39E+00	4.01E-01
TCGA-55-8089-01A-11D-2238-08	2.48E+01	2.44E+01	6.69E+00	3.51E+00	2.57E+00
TCGA-55-8090-01A-11D-2238-08	3.61E+00	4.68E+00	8.70E-01	1.83E+00	2.67E+00
TCGA-55-8091-01A-11D-2238-08	0.00E+00	4.00E-01	3.94E-01	6.05E-01	3.42E-01
TCGA-55-8092-01A-11D-2238-08	8.17E+00	1.17E+01	6.40E+00	4.00E+00	6.33E+00
TCGA-55-8094-01A-11D-2238-08	1.11E+01	1.23E+01	3.02E+00	1.85E+00	4.94E+00
TCGA-55-8096-01A-11D-2238-08	3.95E+00	5.04E+00	1.65E+00	1.80E+00	1.59E+00
TCGA-55-8097-01A-11D-2238-08	2.99E+00	3.79E+00	1.12E+00	1.03E+00	2.25E+00
TCGA-55-8203-01A-11D-2238-08	9.00E+00	9.18E+00	1.25E+00	3.29E+00	2.11E+00
TCGA-55-8204-01A-11D-2238-08	7.16E+00	5.60E+00	2.31E+00	3.02E+00	1.88E+00
TCGA-55-8206-01A-11D-2238-08	1.05E+00	6.05E-01	9.60E-01	1.25E+00	9.33E-01
TCGA-55-8208-01A-11D-2238-08	2.21E+00	6.25E+00	3.93E+00	2.16E+00	7.21E+00
TCGA-55-8299-01A-11D-2284-08	3.12E+00	4.93E+00	2.23E+00	1.24E+00	4.38E+00
TCGA-55-8301-01A-11D-2284-08	6.25E+00	4.35E+00	1.79E+00	2.62E+00	4.87E+00
TCGA-55-8506-01A-11D-2393-08	3.05E+01	3.26E+01	3.71E+00	1.60E+01	5.26E+00
TCGA-55-8507-01A-11D-2393-08	2.28E+01	2.33E+01	3.76E+00	5.75E+00	8.73E+00
TCGA-55-8510-01A-11D-2393-08	1.19E+01	1.16E+01	2.93E+00	1.52E+00	2.14E+00
TCGA-55-8511-01A-11D-2393-08	1.12E+01	1.09E+01	3.50E+00	2.44E+00	6.34E+00
TCGA-55-8512-01A-11D-2393-08	1.88E+00	2.15E+00	7.27E-01	8.46E-01	1.02E+00
TCGA-55-8514-01A-11D-2393-08	9.67E+00	9.50E+00	1.32E+00	2.74E+00	1.48E+00
TCGA-55-8614-01A-11D-2393-08	5.13E+00	5.67E+00	2.79E+00	3.16E+00	4.14E+00
TCGA-55-8615-01A-11D-2393-08	5.53E+00	4.80E+00	1.22E+00	2.31E+00	3.03E+00
TCGA-55-8616-01A-11D-2393-08	1.53E+01	1.92E+01	2.65E+00	3.74E+00	1.53E+00
TCGA-55-8620-01A-11D-2393-08	6.28E+00	9.96E+00	2.76E+00	3.13E+00	4.89E+00
TCGA-55-8621-01A-11D-2393-08	1.94E+00	3.78E+00	9.89E-01	1.59E+00	1.51E+00
TCGA-55-A48X-01A-11D-A24D-08	1.18E+01	1.44E+01	1.87E+00	2.41E+00	4.92E+00
TCGA-55-A48Y-01A-11D-A24D-08	2.21E+00	2.78E+00	2.40E+00	2.46E+00	1.17E+00
TCGA-55-A48Z-01A-12D-A24P-08	1.61E+00	1.88E+00	9.45E-01	1.61E+00	1.39E+00
TCGA-55-A490-01A-11D-A24D-08	4.19E+01	4.27E+01	5.45E+00	3.56E+00	5.01E+00
TCGA-55-A491-01A-11D-A24D-08	1.08E+01	1.10E+01	2.45E+00	2.88E+00	3.13E+00
TCGA-55-A492-01A-11D-A24D-08	1.01E+01	9.53E+00	8.33E-01	3.12E+00	5.12E+00
TCGA-55-A493-01A-11D-A24D-08	7.94E+00	7.60E+00	3.51E+00	2.32E+00	2.40E+00
TCGA-55-A494-01A-11D-A24P-08	7.26E+00	6.13E+00	2.36E+00	2.71E+00	1.80E+00
TCGA-55-A4DF-01A-11D-A24D-08	8.49E+00	1.09E+01	4.81E+00	2.10E+00	5.10E+00
TCGA-55-A4DG-01A-11D-A24D-08	1.71E+01	1.53E+01	2.70E+00	2.82E+00	3.66E+00
TCGA-55-A57B-01A-12D-A397-08	1.21E+00	9.10E-01	1.00E+00	1.51E+00	1.13E+00
TCGA-62-8394-01A-11D-2323-08	3.60E+00	1.97E+00	2.90E+00	1.82E+00	3.46E+00
TCGA-62-8395-01A-11D-2323-08	6.84E-01	2.99E+00	1.36E+00	1.71E+00	2.12E+00
TCGA-62-8397-01A-11D-2323-08	1.21E+00	1.74E+00	4.90E-01	1.03E+00	1.11E+00
TCGA-62-8398-01A-11D-2323-08	4.09E+00	3.59E+00	9.92E-01	1.77E+00	1.86E+00
TCGA-62-8399-01A-21D-2323-08	4.33E+00	5.85E+00	5.55E+00	3.47E+00	5.02E+00
TCGA-62-8402-01A-11D-2323-08	8.85E-01	2.01E+00	9.24E-01	1.37E+00	1.25E+00
TCGA-62-A46O-01A-11D-A24D-08	2.23E+01	2.11E+01	5.72E+00	4.49E+00	8.61E+00
TCGA-62-A46P-01A-11D-A24D-08	8.47E+00	1.05E+01	2.03E+00	2.71E+00	2.06E+00
TCGA-62-A46R-01A-11D-A24D-08	3.48E+00	3.83E+00	2.25E+00	2.79E+00	2.82E+00
TCGA-62-A46S-01A-11D-A24D-08	2.32E+00	3.59E+00	2.21E+00	2.54E+00	2.72E+00
TCGA-62-A46U-01A-11D-A24D-08	1.37E+00	1.63E+00	9.48E-01	1.43E+00	4.00E-01
TCGA-62-A46V-01A-11D-A24D-08	1.64E+00	3.85E+00	8.92E-01	1.64E+00	3.93E+00
TCGA-62-A46Y-01A-11D-A24D-08	1.08E+00	7.00E-01	5.12E-01	1.56E+00	1.94E+00
TCGA-62-A471-01A-12D-A24D-08	1.20E+00	2.99E+00	2.11E+00	1.89E+00	1.89E+00
TCGA-62-A472-01A-11D-A24D-08	1.50E+00	2.96E+00	7.31E-01	1.68E+00	2.80E+00
TCGA-64-1676-01A-01D-0969-08	2.17E+01	2.33E+01	2.40E+00	2.61E+00	3.98E+00
TCGA-64-1676-01A-01W-0928-08	1.67E+01	1.88E+01	2.31E+00	3.53E+00	5.11E+00
TCGA-64-1677-01A-01W-0928-08	5.57E+00	6.55E+00	2.06E+00	2.03E+00	4.11E+00
TCGA-64-1678-01A-01W-0928-08	9.76E+00	1.17E+01	3.03E+00	3.17E+00	1.51E+00
TCGA-64-1679-01A-21D-2063-08	8.40E+00	8.65E+00	2.76E+00	2.31E+00	2.39E+00
TCGA-64-1680-01A-02D-0969-08	7.90E-01	1.56E+00	7.46E-01	1.34E+00	1.36E+00
TCGA-64-1680-01A-02W-0928-08	1.31E+00	2.18E+00	1.67E+00	1.48E+00	1.38E+00
TCGA-64-1681-01A-11D-2063-08	1.06E+00	1.75E+00	1.98E+00	5.73E-01	2.80E+00
TCGA-64-5774-01A-01D-1625-08	3.63E+00	4.81E+00	1.29E+00	2.96E+00	1.69E+00
TCGA-64-5775-01A-01D-1625-08	1.23E+01	1.38E+01	2.64E+00	3.32E+00	2.52E+00
TCGA-64-5778-01A-01D-1625-08	1.16E+01	1.28E+01	3.16E+00	2.07E+00	3.11E+00
TCGA-64-5781-01A-01D-1625-08	3.46E+01	3.54E+01	4.74E+00	4.15E+00	5.82E+00
TCGA-64-5815-01A-01D-1625-08	5.25E+00	6.79E+00	1.49E+00	2.24E+00	7.95E-01
TCGA-67-3770-01A-01D-0969-08	6.74E+00	7.96E+00	1.61E+00	4.48E+00	4.20E+00
TCGA-67-3770-01A-01W-0928-08	5.46E+00	6.76E+00	2.10E+00	3.93E+00	4.83E+00
TCGA-67-3771-01A-01D-1040-01	2.31E+01	2.27E+01	7.55E+00	5.74E+00	9.41E+00
TCGA-67-3771-01A-01W-0928-08	2.44E+01	1.90E+01	6.21E+00	5.68E+00	1.38E+01
TCGA-67-3773-01A-01D-1040-01	6.23E+00	6.15E+00	7.95E-01	1.88E+00	2.63E+00
TCGA-67-3774-01A-01D-1040-01	2.90E+00	4.41E+00	1.65E+00	1.78E+00	3.65E+00
TCGA-67-3774-01A-01W-0928-08	1.99E+00	3.90E+00	1.21E+00	1.12E+00	3.64E+00
TCGA-67-4679-01B-01D-1753-08	7.55E+00	8.48E+00	1.77E+00	2.77E+00	5.13E+00
TCGA-67-6215-01A-11D-1753-08	0.00E+00	2.10E+00	2.13E-01	2.18E+00	2.60E+00
TCGA-67-6216-01A-11D-1753-08	5.04E-01	2.01E+00	1.36E+00	7.72E-01	1.18E+00
TCGA-67-6217-01A-11D-1753-08	5.83E+00	5.96E+00	1.46E+00	1.65E+00	2.47E+00
TCGA-69-7760-01A-11D-2167-08	1.98E+00	7.37E-01	1.51E+00	2.11E+00	2.28E+00
TCGA-69-7764-01A-11D-2167-08	2.84E+00	3.70E+00	1.16E+00	2.89E+00	2.25E+00
TCGA-69-7765-01A-11D-2167-08	1.35E+01	1.24E+01	3.08E+00	1.65E+00	5.10E+00
TCGA-69-7973-01A-11D-2184-08	5.28E+00	7.32E+00	2.25E+00	2.10E+00	8.06E-01
TCGA-69-7974-01A-11D-2184-08	1.56E+01	1.55E+01	3.53E+00	4.10E+00	4.22E+00
TCGA-69-7978-01A-11D-2184-08	1.02E+01	1.43E+01	4.77E+00	3.44E+00	4.90E+00
TCGA-69-8253-01A-11D-2284-08	7.25E+00	6.99E+00	1.92E+00	1.44E+00	2.62E+00
TCGA-69-8254-01A-11D-2284-08	2.28E+00	3.24E+00	7.18E-01	1.53E+00	2.40E+00
TCGA-69-8255-01A-11D-2284-08	8.12E+00	5.73E+00	1.23E+00	2.04E+00	4.91E+00
TCGA-69-A59K-01A-11D-A25L-08	1.47E+01	1.60E+01	2.43E+00	4.16E+00	6.87E-01
TCGA-71-6725-01A-11D-1855-08	1.00E+00	1.74E+00	1.23E+00	2.67E+00	1.38E+00
TCGA-71-8520-01A-11D-2393-08	1.61E+00	4.08E+00	1.86E+00	2.40E+00	2.10E+00
TCGA-73-4658-01A-01D-1753-08	7.11E+00	8.18E+00	3.55E+00	2.38E+00	2.72E+00
TCGA-73-4659-01A-01D-1265-08	3.94E+00	7.42E+00	1.72E+00	2.59E+00	3.03E+00
TCGA-73-4662-01A-01D-1265-08	6.14E+00	7.26E+00	1.66E+00	2.25E+00	1.87E+00
TCGA-73-4670-01A-01D-1265-08	1.22E+01	1.26E+01	2.09E+00	3.12E+00	3.81E+00
TCGA-73-4675-01A-01D-1265-08	2.48E+00	4.68E+00	9.07E-01	2.50E+00	2.31E+00
TCGA-73-4676-01A-01D-1753-08	3.18E+00	5.67E+00	1.08E+00	1.99E+00	4.23E+00
TCGA-73-4677-01A-01D-1265-08	5.03E+00	5.33E+00	1.47E+00	2.19E+00	2.64E+00
TCGA-73-7498-01A-12D-2184-08	3.63E+00	4.52E+00	1.40E+00	2.10E+00	1.80E+00
TCGA-75-5122-01A-01D-1753-08	3.76E+00	2.53E+00	1.94E+00	1.65E+00	3.62E+00
TCGA-75-5125-01A-01D-1753-08	5.41E+00	4.46E+00	2.85E+00	1.99E+00	1.50E+00
TCGA-75-5126-01A-01D-1753-08	7.21E+00	7.92E+00	3.17E+00	3.27E+00	6.24E+00
TCGA-75-5146-01A-01D-1625-08	6.44E+00	5.78E+00	1.80E+00	1.19E+00	1.55E+00
TCGA-75-5147-01A-01D-1625-08	7.06E-01	2.32E+00	9.87E-01	1.73E+00	1.67E+00
TCGA-75-6203-01A-11D-1753-08	1.63E-01	0.00E+00	0.00E+00	1.63E-01	0.00E+00
TCGA-75-6205-01A-11D-1753-08	4.07E-01	3.54E+00	9.33E-01	1.25E+00	2.81E+00
TCGA-75-6206-01A-11D-1753-08	3.15E+00	2.33E+00	1.08E+00	5.47E-01	2.18E+00
TCGA-75-6207-01A-11D-1753-08	1.39E+00	2.94E+00	1.16E+00	1.26E+00	2.10E+00
TCGA-75-6211-01A-11D-1753-08	6.03E+00	7.00E+00	2.33E+00	2.95E+00	5.18E+00
TCGA-75-6214-01A-41D-1945-08	1.26E+01	1.54E+01	7.02E+00	2.10E+00	4.53E+00
TCGA-75-7025-01A-12D-1945-08	1.00E-01	1.08E+00	9.91E-01	1.56E+00	3.00E-01
TCGA-75-7027-01A-11D-1945-08	7.76E+00	8.66E+00	2.39E+00	4.46E+00	2.27E+00
TCGA-75-7030-01A-11D-1945-08	4.99E-01	7.19E-01	0.00E+00	5.67E-01	3.94E-01
TCGA-78-7145-01A-11D-2036-08	6.06E+00	5.31E+00	1.37E+00	1.57E+00	1.89E+00
TCGA-78-7146-01A-11D-2036-08	6.08E+00	6.98E+00	3.14E+00	2.31E+00	2.41E+00
TCGA-78-7147-01A-11D-2036-08	5.04E+00	4.74E+00	1.89E+00	1.54E+00	3.91E+00
TCGA-78-7148-01A-11D-2036-08	5.10E+00	8.73E+00	2.44E+00	3.42E+00	5.74E+00
TCGA-78-7149-01A-11D-2036-08	2.84E+00	3.14E+00	2.21E+00	1.64E+00	1.95E+00
TCGA-78-7150-01A-21D-2036-08	8.58E+00	9.35E+00	3.26E+00	4.57E+00	3.88E+00
TCGA-78-7152-01A-11D-2036-08	7.07E+00	4.76E+00	2.06E+00	1.74E+00	3.01E+00
TCGA-78-7153-01A-11D-2036-08	1.23E+00	4.07E+00	1.48E+00	2.90E+00	2.40E+00
TCGA-78-7154-01A-11D-2036-08	2.99E+00	6.44E+00	3.07E+00	4.95E+00	5.26E+00
TCGA-78-7155-01A-11D-2036-08	3.53E+01	4.07E+01	4.76E+00	3.61E+00	1.70E+01
TCGA-78-7160-01A-11D-2036-08	8.62E-01	3.07E+00	1.18E+00	1.41E+00	3.00E+00
TCGA-78-7161-01A-11D-2036-08	7.97E+00	8.72E+00	2.22E+00	2.81E+00	3.03E+00
TCGA-78-7162-01A-21D-2063-08	3.05E+00	3.04E+00	1.96E+00	1.41E+00	2.34E+00
TCGA-78-7163-01A-12D-2063-08	8.20E-01	7.46E-01	2.60E-01	8.27E-01	1.22E+00
TCGA-78-7166-01A-12D-2063-08	4.84E+00	6.90E+00	1.18E+00	1.84E+00	3.32E+00
TCGA-78-7167-01A-11D-2063-08	2.31E+00	1.47E+00	1.72E+00	2.48E+00	1.65E+00
TCGA-78-7220-01A-11D-2036-08	2.41E+01	2.16E+01	7.48E+00	3.57E+00	6.06E+00
TCGA-78-7535-01A-11D-2063-08	8.72E+00	9.37E+00	9.55E-01	1.92E+00	3.96E+00
TCGA-78-7536-01A-11D-2063-08	1.53E+01	1.56E+01	2.63E+00	3.25E+00	8.11E+00
TCGA-78-7539-01A-11D-2063-08	6.84E+00	5.66E+00	5.29E+00	2.95E+00	3.44E+00
TCGA-78-7540-01A-11D-2063-08	1.35E+00	1.87E+00	3.35E-01	1.42E+00	1.40E+00
TCGA-78-7542-01A-21D-2063-08	1.05E+01	1.07E+01	3.24E+00	2.06E+00	2.32E+00
TCGA-78-7633-01A-11D-2063-08	4.14E+00	5.04E+00	1.33E+00	1.73E+00	3.36E+00
TCGA-78-8640-01A-11D-2393-08	1.43E+01	8.67E+00	4.69E+00	2.65E+00	1.04E+01
TCGA-78-8648-01A-11D-2393-08	5.73E-01	9.32E-01	4.47E-01	4.01E-01	0.00E+00
TCGA-78-8655-01A-11D-2393-08	3.13E+00	4.54E+00	7.06E-01	1.47E+00	1.99E+00
TCGA-78-8662-01A-11D-2393-08	2.14E+01	2.17E+01	2.98E+00	2.86E+00	1.30E+01
TCGA-80-5607-01A-31D-1945-08	0.00E+00	1.31E+00	1.36E+00	1.29E+00	2.49E+00
TCGA-80-5608-01A-31D-1945-08	2.95E+00	3.76E+00	1.76E+00	1.69E+00	8.82E-01
TCGA-80-5611-01A-01D-1625-08	2.84E+00	3.99E+00	1.65E+00	2.47E+00	6.95E+00
TCGA-83-5908-01A-21D-2284-08	6.53E+00	4.09E+00	4.23E+00	2.25E+00	1.67E+00
TCGA-86-6562-01A-11D-1753-08	1.30E+00	2.07E+00	1.19E+00	9.64E-01	1.86E+00
TCGA-86-6851-01A-11D-1945-08	2.91E+01	2.95E+01	3.99E+00	1.69E+00	9.31E+00
TCGA-86-7701-01A-11D-2167-08	6.14E+00	5.21E+00	9.60E-01	2.81E+00	2.53E+00
TCGA-86-7711-01A-11D-2063-08	5.03E+00	5.58E+00	2.47E+00	1.81E+00	4.57E+00
TCGA-86-7713-01A-11D-2063-08	6.64E+00	5.94E+00	1.73E+00	1.89E+00	2.45E+00
TCGA-86-7954-01A-11D-2184-08	4.26E+00	5.47E+00	2.63E+00	2.83E+00	2.27E+00
TCGA-86-7955-01A-11D-2184-08	7.39E+00	6.76E+00	4.24E+00	3.26E+00	4.51E+00
TCGA-86-8055-01A-11D-2238-08	5.00E-01	2.76E+00	1.06E+00	2.51E+00	2.94E+00
TCGA-86-8056-01A-11D-2238-08	5.29E+00	8.27E+00	4.75E+00	4.08E+00	3.47E+00
TCGA-86-8073-01A-11D-2238-08	3.99E+01	4.34E+01	4.07E+00	5.41E+00	8.44E+00
TCGA-86-8074-01A-11D-2238-08	2.17E+00	5.14E+00	1.45E+00	1.92E+00	2.17E+00
TCGA-86-8075-01A-11D-2238-08	7.78E-01	1.61E+00	9.64E-01	2.15E+00	1.33E+00
TCGA-86-8076-01A-31D-2238-08	1.81E+00	2.61E+00	1.58E+00	9.98E-01	2.04E+00
TCGA-86-8279-01A-11D-2284-08	1.23E+01	1.05E+01	2.35E+00	2.52E+00	5.60E+00
TCGA-86-8280-01A-11D-2284-08	1.42E+00	3.43E+00	9.69E-01	2.16E+00	1.61E+00
TCGA-86-8281-01A-11D-2284-08	1.08E+01	1.18E+01	1.41E+00	2.12E+00	1.71E+00
TCGA-86-8359-01A-11D-2323-08	4.27E+00	4.79E+00	2.34E+00	2.34E+00	1.81E+00
TCGA-86-8585-01A-11D-2393-08	1.24E+01	1.19E+01	4.49E+00	3.20E+00	8.31E+00
TCGA-86-8668-01A-11D-2393-08	2.00E-01	2.86E+00	9.89E-01	1.36E+00	2.31E+00
TCGA-86-8671-01A-11D-2393-08	1.14E+00	2.77E+00	1.11E+00	1.09E+00	2.75E+00
TCGA-86-8672-01A-21D-2393-08	7.26E+00	1.21E+01	3.70E+00	3.38E+00	4.62E+00
TCGA-86-8673-01A-11D-2393-08	1.67E+01	1.44E+01	2.93E+00	3.18E+00	3.88E+00
TCGA-86-8674-01A-21D-2393-08	6.82E+00	6.27E+00	1.96E+00	2.10E+00	2.54E+00
TCGA-86-A456-01A-11D-A24D-08	1.16E+01	1.48E+01	2.99E+00	3.31E+00	3.56E+00
TCGA-86-A4JF-01A-11D-A24P-08	1.97E+01	3.60E+01	3.05E+00	1.86E+01	2.85E+01
TCGA-86-A4P7-01A-11D-A24P-08	1.78E+00	2.92E+00	1.27E+00	1.50E+00	1.86E+00
TCGA-91-6828-01A-11D-1855-08	1.03E+01	1.12E+01	2.13E+00	2.42E+00	1.82E+00
TCGA-91-6829-01A-21D-1855-08	1.56E+01	1.87E+01	3.53E+00	2.78E+00	1.28E+01
TCGA-91-6830-01A-11D-1945-08	2.21E+00	4.97E+00	3.19E+00	1.67E+00	2.64E+00
TCGA-91-6831-01A-11D-1855-08	7.42E+00	6.82E+00	1.69E+00	3.29E+00	6.56E+00
TCGA-91-6835-01A-11D-1855-08	1.43E+00	5.85E+00	1.61E+00	2.49E+00	4.87E+00
TCGA-91-6836-01A-21D-1855-08	1.20E+01	1.14E+01	2.73E+00	3.61E+00	2.17E+00
TCGA-91-6840-01A-11D-1945-08	1.25E+00	2.75E+00	1.44E+00	1.80E+00	1.45E+00
TCGA-91-6847-01A-11D-1945-08	9.66E-01	3.04E+00	1.85E+00	1.91E+00	2.25E+00
TCGA-91-6848-01A-11D-1945-08	8.33E+00	1.14E+01	3.37E+00	2.30E+00	1.40E+01
TCGA-91-6849-01A-11D-1945-08	4.58E+00	3.45E+00	2.00E+00	2.38E+00	3.40E+00
TCGA-91-7771-01A-11D-2167-08	5.31E+00	6.13E+00	1.90E+00	1.19E+00	4.02E+00
TCGA-91-A4BC-01A-11D-A24D-08	1.52E+01	1.60E+01	3.58E+00	2.69E+00	2.83E+00
TCGA-91-A4BD-01A-11D-A24D-08	1.00E-01	1.66E+00	5.81E-01	1.28E+00	5.37E-01
TCGA-93-7347-01A-11D-2184-08	6.02E+00	6.54E+00	1.52E+00	1.31E+00	4.47E-01
TCGA-93-7348-01A-21D-2036-08	2.80E+00	2.96E+00	2.03E+00	1.76E+00	2.41E+00
TCGA-93-8067-01A-11D-2284-08	3.76E+00	3.78E+00	5.71E+00	2.95E+00	7.67E-01
TCGA-93-8067-01C-01D-A38P-08	2.23E+00	9.22E-01	3.79E+00	2.04E+00	1.19E+00
TCGA-93-8067-01D-01D-A38P-08	2.72E+00	1.42E+00	3.16E+00	1.90E+00	4.01E-01
TCGA-93-A4JO-01A-21D-A24P-08	1.20E+00	2.38E+00	1.59E+00	1.06E+00	2.25E+00
TCGA-93-A4JP-01A-11D-A24P-08	9.83E-01	2.30E+00	2.12E+00	1.02E+00	1.93E+00
TCGA-93-A4JP-01D-01D-A38P-08	1.35E+00	1.52E+00	1.99E+00	1.68E+00	1.86E+00
TCGA-93-A4JP-01E-01D-A38P-08	2.34E+00	3.35E+00	1.82E+00	2.42E+00	2.60E+00
TCGA-95-7039-01A-11D-1945-08	3.87E+01	3.58E+01	6.96E+00	4.85E+00	9.20E+00
TCGA-95-7043-01A-11D-1945-08	2.87E+01	3.01E+01	3.58E+00	7.11E+00	3.01E+00
TCGA-95-7562-01A-11D-2238-08	9.92E+00	1.05E+01	1.86E+00	3.56E+00	9.94E-01
TCGA-95-7567-01A-11D-2063-08	1.53E+01	4.27E+01	3.77E+00	1.54E+01	3.61E+01
TCGA-95-7944-01A-11D-2184-08	1.67E+00	7.90E-01	4.27E+00	2.76E+00	2.72E+00
TCGA-95-7947-01A-11D-2184-08	8.98E+00	9.20E+00	5.58E+00	3.91E+00	9.85E+00
TCGA-95-7948-01A-11D-2184-08	0.00E+00	4.00E-01	1.38E+00	1.14E+00	5.77E-01
TCGA-95-8494-01A-11D-2323-08	1.87E+00	1.45E+00	1.62E+00	1.69E+00	1.75E+00
TCGA-95-A4VK-01A-11D-A25L-08	8.53E+00	9.64E+00	2.24E+00	3.59E+00	2.05E+00
TCGA-95-A4VN-01A-11D-A25L-08	1.28E+01	1.36E+01	2.91E+00	3.36E+00	2.74E+00
TCGA-97-7547-01A-11D-2036-08	3.50E+00	3.14E+00	2.70E+00	1.63E+00	1.78E+00
TCGA-97-7552-01A-11D-2036-08	1.42E+00	1.82E+00	1.53E-01	9.19E-01	1.59E+00
TCGA-97-7553-01A-21D-2036-08	1.24E+00	1.82E+00	7.34E-01	1.22E+00	3.00E-01
TCGA-97-7554-01A-11D-2036-08	1.52E+01	1.63E+01	1.79E+00	2.87E+00	4.94E+00
TCGA-97-7938-01A-11D-2167-08	1.32E+01	1.49E+01	2.86E+00	3.23E+00	4.05E+00
TCGA-97-8171-01A-11D-2284-08	1.38E+00	2.16E+00	9.21E-01	1.95E+00	9.55E-01
TCGA-97-8174-01A-11D-2284-08	5.08E+00	6.23E+00	1.31E+00	2.88E+00	1.64E+00
TCGA-97-8175-01A-11D-2284-08	1.97E+00	2.32E+00	1.22E+00	1.29E+00	1.28E+00
TCGA-97-8177-01A-11D-2284-08	1.23E+00	3.22E+00	5.47E-01	1.73E+00	1.30E+00
TCGA-97-8552-01A-11D-2393-08	7.42E-01	1.37E+00	5.22E-01	9.94E-01	1.86E+00
TCGA-97-A4LX-01A-11D-A24P-08	7.13E+00	7.65E+00	8.54E-01	1.64E+00	4.73E+00
TCGA-97-A4M0-01A-11D-A24P-08	9.47E+00	1.02E+01	3.35E+00	1.89E+00	5.16E+00
TCGA-97-A4M1-01A-11D-A24P-08	1.63E+00	1.98E+00	1.32E+00	1.55E+00	1.76E+00
TCGA-97-A4M3-01A-11D-A24P-08	5.83E+00	4.91E+00	2.65E+00	2.45E+00	2.71E+00
TCGA-97-A4M6-01A-11D-A24P-08	6.05E-01	2.01E+00	1.43E+00	1.25E+00	2.16E+00
TCGA-97-A4M7-01A-11D-A24P-08	1.08E+01	1.09E+01	1.48E+00	2.73E+00	3.10E+00
TCGA-99-7458-01A-11D-2036-08	1.21E+01	7.58E+00	1.99E+00	3.36E+00	6.14E+00
TCGA-99-8025-01A-11D-2238-08	1.09E+01	1.26E+01	5.36E+00	3.32E+00	4.32E+00
TCGA-99-8028-01A-11D-2238-08	8.14E+00	8.63E+00	1.51E+00	2.11E+00	4.33E+00
TCGA-99-8033-01A-11D-2238-08	4.58E+00	4.41E+00	2.44E+00	1.65E+00	3.62E+00
TCGA-99-AA5R-01A-11D-A397-08	1.67E+00	1.60E+00	5.33E-01	0.00E+00	1.25E+00
