"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"TP53",34,4,3,0,180,56,0,17,0,294,281,281
"TTN",14,3,0,0,529,22,0,1,0,569,232,232
"MUC16",8,5,0,0,334,29,0,0,0,376,224,224
"CSMD3",11,2,0,0,302,43,0,9,0,367,217,217
"RYR2",9,1,0,0,268,18,0,0,0,296,176,176
"LRP1B",5,2,0,0,256,19,0,8,0,290,174,174
"ZFHX4",6,2,0,0,204,18,0,0,1,231,168,168
"USH2A",5,0,0,0,224,14,0,9,0,252,157,157
"KRAS",0,0,0,0,133,1,0,0,0,134,129,129
"FLG",2,2,0,0,170,13,0,0,0,187,128,128
"XIRP2",8,1,0,0,146,9,0,1,0,165,127,127
"COL11A1",1,0,0,0,111,12,0,14,0,138,110,110
"SPTA1",7,2,0,0,116,15,0,4,0,144,108,108
"NAV3",8,0,0,0,121,3,0,5,0,137,107,107
"ZNF536",2,1,0,0,114,14,0,2,0,133,104,104
"FAT3",3,0,0,0,129,12,0,0,0,144,102,102
"ANK2",4,0,0,0,116,8,0,3,0,131,102,102
"APOB",1,0,0,0,119,5,0,0,0,125,100,100
"CSMD1",6,0,0,0,105,8,0,0,0,119,100,100
"MUC17",1,1,0,0,119,4,0,1,0,126,93,93
"ADAMTS12",3,2,0,0,92,14,0,2,0,113,91,91
"PAPPA2",3,0,0,0,115,10,0,0,0,128,90,90
"PCLO",6,0,0,0,99,5,0,0,0,110,89,89
"DNAH9",4,0,2,0,91,6,0,6,0,109,89,89
"PCDH15",3,0,0,0,109,8,0,2,0,122,88,88
"TNR",2,2,0,0,93,7,0,1,0,105,88,88
"ADGRG4",1,1,0,0,82,14,0,1,0,99,85,85
"RYR3",1,0,0,0,102,4,0,0,0,107,84,84
"HMCN1",3,9,0,0,78,8,0,7,0,105,84,84
"RYR1",0,1,0,0,92,7,0,4,0,104,84,84
"ERICH3",1,0,0,0,83,6,0,7,0,97,84,84
"CACNA1E",1,0,0,0,99,7,0,0,0,107,83,83
"FBN2",8,0,0,0,83,9,0,3,0,103,83,83
"PCDH11X",1,0,0,0,93,8,0,0,0,102,83,83
"KEAP1",8,0,0,0,70,3,0,3,0,84,83,83
"NPAP1",3,1,0,0,92,3,0,0,0,99,82,82
"CDH10",4,0,0,0,84,9,0,1,0,98,82,82
"EGFR",2,0,27,8,61,1,0,0,0,99,80,80
"PTPRD",3,0,0,0,84,6,0,3,0,96,78,78
"LRRC7",2,1,0,0,76,7,0,5,0,91,78,78
"SI",2,0,0,0,83,6,0,2,0,93,77,77
"NALCN",1,0,0,0,78,6,0,3,0,88,77,77
"FAT4",0,0,1,0,82,3,0,0,0,86,77,77
"RP1L1",1,1,0,0,90,4,0,0,0,96,76,76
"ABCA13",3,0,0,0,74,7,0,0,0,84,74,74
"ASPM",1,1,1,0,74,2,0,0,0,79,74,74
"RIMS2",1,0,0,0,72,8,0,1,0,82,73,73
"DMD",2,0,0,0,83,12,0,2,0,99,72,72
"MXRA5",1,0,0,0,83,6,0,0,0,90,72,72
"RELN",1,1,0,0,78,3,0,3,0,86,72,72
"CSMD2",4,0,0,0,74,5,0,1,0,84,72,72
"SYNE2",2,1,2,0,70,8,0,0,0,83,71,71
"ZNF804A",1,0,0,0,69,13,0,0,0,83,71,71
"AHNAK2",10,1,0,0,94,3,0,0,0,108,70,70
"ASTN1",4,0,0,0,81,6,0,2,0,93,70,70
"PKHD1L1",1,0,0,0,83,4,0,0,0,88,70,70
"FLG2",0,0,0,0,74,7,0,0,0,81,70,70
"VCAN",1,2,0,0,79,8,0,0,0,90,69,69
"NRXN1",2,2,0,0,74,3,0,0,0,81,69,69
"PXDNL",3,1,0,0,71,6,0,0,0,81,69,69
"OBSCN",2,0,0,0,65,9,0,0,0,76,69,69
"TNN",0,0,0,0,65,10,0,2,0,77,68,68
"CNTNAP2",1,1,0,0,70,4,0,2,0,78,66,66
"NLRP3",3,0,0,0,66,6,0,1,0,76,66,66
"DST",2,0,0,0,73,9,0,0,0,84,65,65
"ASXL3",1,0,0,0,68,8,1,0,0,78,65,65
"FAM135B",1,1,0,0,65,5,0,3,0,75,65,65
"PLPPR4",2,0,0,0,67,2,0,1,0,72,65,65
"CNTNAP5",0,1,0,0,76,3,0,0,0,80,64,64
"SYNE1",4,1,0,0,62,5,0,3,0,75,64,64
"SORCS1",1,0,0,0,64,7,0,2,0,74,64,64
"BRINP3",2,1,0,0,67,4,0,2,0,76,63,63
"MYH2",0,0,0,0,59,13,0,1,0,73,63,63
"AHNAK",5,1,0,0,51,9,0,0,0,66,63,63
"PEG3",3,1,0,0,58,4,0,0,0,66,63,63
"ZNF831",3,0,0,0,69,5,0,0,0,77,62,62
"LRP2",2,1,0,0,71,1,0,0,0,75,62,62
"DNAH5",1,1,0,0,59,4,0,9,0,74,62,62
"PKHD1",1,0,0,0,67,2,0,2,0,72,61,61
"EPHA5",3,0,0,0,59,4,0,3,0,69,61,61
"MYH1",3,0,0,0,53,10,0,1,0,67,61,61
"TENM1",2,0,0,0,61,5,0,3,0,71,60,60
"PCDH10",2,0,0,0,63,3,0,0,0,68,60,60
"TSHZ3",1,0,0,0,60,7,0,0,0,68,60,60
"ADGRB3",1,0,0,0,56,2,0,4,0,63,60,60
"FAM47C",5,1,0,0,68,3,0,0,0,77,59,59
"TG",2,2,0,0,58,9,0,2,0,73,59,59
"CTNNA2",2,2,0,0,58,4,0,3,0,69,59,59
"FMN2",2,0,1,0,59,6,0,0,0,68,59,59
"HERC2",3,0,0,0,62,2,0,1,0,68,59,59
"COL3A1",0,0,0,0,54,4,0,9,0,67,59,59
"LAMA2",3,0,0,0,59,3,0,2,0,67,59,59
"PRUNE2",1,0,0,0,67,2,0,0,0,70,58,58
"PTPRZ1",3,1,0,0,61,1,0,2,0,68,58,58
"SETBP1",6,0,0,0,55,4,0,0,0,65,58,58
"MYH8",5,1,1,0,51,4,0,2,0,64,58,58
"CPS1",3,1,0,0,54,1,2,0,0,61,58,58
"TLR4",1,0,0,0,51,7,0,1,0,60,58,58
"CDH12",1,0,0,0,58,6,0,0,0,65,57,57
"KIAA1109",1,0,0,0,52,7,0,2,0,62,57,57
"AFF2",3,0,0,0,55,8,0,1,0,67,56,56
"COL6A3",0,0,1,0,60,2,0,1,0,64,56,56
"NF1",12,1,0,0,27,13,0,11,0,64,56,56
"CTNND2",2,0,0,0,55,4,0,2,0,63,56,56
"NCKAP5",0,0,0,0,58,5,0,0,0,63,56,56
"MRC1",2,0,0,0,48,6,0,3,0,59,56,56
"LAMA1",3,1,1,0,54,3,0,4,0,66,55,55
"TAF1L",0,0,0,0,61,5,0,0,0,66,55,55
"HECW1",1,1,0,0,56,5,0,2,0,65,55,55
"HRNR",1,0,0,0,54,8,0,0,0,63,55,55
"PRDM9",0,0,0,0,49,7,0,4,0,60,55,55
"ROBO2",0,0,0,0,56,2,0,0,0,58,55,55
"UNC79",1,1,0,0,67,3,0,1,0,73,54,54
"COL22A1",3,0,0,0,52,3,0,7,0,65,54,54
"ADAMTS20",1,0,0,0,59,4,0,0,0,64,54,54
"CUBN",2,1,0,0,53,6,0,2,0,64,54,54
"ADGRL3",4,0,0,0,55,3,0,0,0,62,54,54
"DCDC1",0,1,0,0,54,6,0,1,0,62,53,53
"FAT1",4,2,0,0,51,5,0,0,0,62,53,53
"COL12A1",1,0,0,0,52,5,0,2,0,60,53,53
"DNAH7",3,1,0,0,50,5,0,1,0,60,53,53
"CDH9",2,0,0,0,51,3,0,3,0,59,53,53
"LTBP1",0,0,0,0,53,3,0,3,0,59,53,53
"ZFPM2",0,0,0,0,55,4,0,0,0,59,53,53
"DNAH8",2,1,0,0,49,4,0,2,0,58,53,53
"SNTG1",3,0,0,0,50,1,0,3,0,57,53,53
"NEB",2,1,0,0,58,5,0,0,0,66,52,52
"MAGEC1",2,0,0,0,51,4,0,1,0,58,52,52
"TENM2",2,0,0,0,55,1,0,0,0,58,52,52
"ANKRD30A",2,0,0,0,45,6,0,0,0,53,52,52
"SLITRK2",2,0,0,0,56,1,0,0,0,59,51,51
"KCNT2",2,0,0,0,50,5,0,0,0,57,51,51
"CRB1",2,1,0,0,49,3,0,1,0,56,51,51
"CDH18",3,0,0,0,49,2,0,1,0,55,51,51
"GRIN2B",2,1,0,0,47,3,0,1,0,54,51,51
"SPEF2",2,1,0,0,53,0,0,4,0,60,50,50
"ZAN",3,0,0,0,53,4,0,0,0,60,50,50
"HCN1",1,0,0,0,55,2,0,0,0,58,50,50
"PCDH17",2,0,0,0,52,4,0,0,0,58,50,50
"SORCS3",1,0,0,0,43,5,0,6,0,55,50,50
"SVEP1",1,0,0,0,47,7,0,0,0,55,50,50
"TIAM1",0,0,0,0,45,8,0,2,0,55,50,50
"COL5A2",1,1,0,0,44,2,0,4,0,52,50,50
"MGAM",1,0,0,0,46,4,0,0,0,51,50,50
"ITGA8",0,0,0,0,55,3,0,2,0,60,49,49
"PTPRT",1,0,0,0,47,9,0,3,0,60,49,49
"EPHA3",1,0,0,0,49,5,0,2,0,57,49,49
"NELL1",2,1,0,0,47,3,0,1,0,54,49,49
"THSD7A",1,0,0,0,47,5,0,0,0,53,49,49
"TPTE",1,0,0,0,46,2,0,4,0,53,49,49
"ZNF804B",1,0,0,0,48,3,0,0,0,52,49,49
"PLEC",1,0,1,0,47,2,0,0,0,51,49,49
"STK11",15,3,1,0,17,14,0,0,0,50,49,49
"GRIN2A",5,1,0,0,45,2,0,2,0,55,48,48
"PKD1L1",1,0,0,0,49,2,0,1,0,53,48,48
"DNAH3",0,0,0,0,48,3,0,1,0,52,48,48
"ADAMTS16",0,0,0,0,36,10,0,4,0,50,48,48
"SPHKAP",2,0,0,0,48,3,0,1,0,54,47,47
"EPHA6",2,0,0,0,46,4,0,0,0,52,47,47
"MYO18B",2,0,0,0,48,2,0,0,0,52,47,47
"VPS13C",0,0,0,0,38,5,1,4,0,48,47,47
"LRFN5",1,0,0,0,41,5,0,0,0,47,47,47
"GPR158",1,1,0,0,51,4,0,1,0,58,46,46
"MUC5B",7,0,0,0,48,1,0,0,0,56,46,46
"ZNF521",3,0,0,0,45,8,0,0,0,56,46,46
"KMT2C",2,1,0,0,46,4,0,1,0,54,46,46
"LAMB4",1,0,0,0,49,1,0,3,0,54,46,46
"PDZRN3",0,5,0,0,47,1,0,1,0,54,46,46
"SPEG",1,1,0,0,42,10,0,0,0,54,46,46
"SLC39A12",0,0,0,0,46,7,0,0,0,53,46,46
"ASTN2",0,0,0,0,44,7,0,1,0,52,46,46
"SPATA31D1",1,0,0,0,47,4,0,0,0,52,46,46
"ZP4",1,1,0,0,45,2,0,2,1,52,46,46
"NOTCH4",0,0,0,0,49,1,0,1,0,51,46,46
"F8",2,1,0,0,38,9,0,0,0,50,46,46
"ACTN2",0,0,0,0,48,1,0,0,0,49,46,46
"TEX15",2,0,0,0,35,9,0,1,0,47,46,46
"DOCK2",1,0,0,0,50,7,0,1,0,59,45,45
"MACF1",1,0,0,0,50,5,0,1,0,57,45,45
"CNTNAP4",0,0,0,0,49,7,0,0,0,56,45,45
"FAM47A",1,2,0,0,46,6,0,0,0,55,45,45
"OVCH1",3,0,0,0,47,4,0,0,0,54,45,45
"ZNF208",2,0,0,0,43,7,0,0,0,52,45,45
"COL19A1",1,0,0,0,44,3,0,3,0,51,45,45
"TENM3",0,0,0,0,44,7,0,0,0,51,45,45
"FAM47B",1,0,0,0,43,6,0,0,0,50,45,45
"HYDIN",3,0,0,0,44,2,0,1,0,50,45,45
"LPA",2,0,0,0,40,3,0,4,1,50,45,45
"MROH2B",0,1,0,0,44,5,0,0,0,50,45,45
"MYH7",2,0,0,0,41,6,0,1,0,50,45,45
"MMP16",3,0,0,0,41,3,0,2,0,49,45,45
"THSD7B",2,0,0,0,43,4,0,0,0,49,45,45
"PLCB1",0,0,0,0,40,2,5,1,0,48,45,45
"ATRNL1",2,0,0,0,44,3,0,1,0,50,44,44
"BIRC6",1,1,5,0,41,2,0,0,0,50,44,44
"MAP2",2,1,0,0,40,6,0,1,0,50,44,44
"F5",1,1,0,0,41,5,0,0,0,48,44,44
"TRPS1",1,1,0,0,43,3,0,0,0,48,44,44
"LYST",1,1,0,0,40,3,0,1,1,47,44,44
"SPATA31A1",0,0,0,0,43,4,0,0,0,47,44,44
"FLNC",0,1,0,0,50,1,0,1,0,53,43,43
"PLXNA4",2,0,0,0,49,0,0,1,0,52,43,43
"SLITRK1",1,0,0,0,48,2,0,0,0,51,43,43
"DNAH11",0,1,0,0,46,3,0,0,0,50,43,43
"GRID2",2,0,0,0,40,6,0,2,0,50,43,43
"ITGAX",2,0,0,0,40,4,0,4,0,50,43,43
"OTOGL",1,1,0,0,41,6,0,0,0,49,43,43
"ADGRV1",4,0,0,0,38,6,0,0,0,48,43,43
"COL14A1",1,0,0,0,43,4,0,0,0,48,43,43
"PCDHB7",0,0,0,0,46,2,0,0,0,48,43,43
"ZNF423",6,1,0,0,38,3,0,0,0,48,43,43
"TLL1",2,0,0,0,32,8,0,5,0,47,43,43
"BRAF",0,0,0,0,43,2,0,1,0,46,43,43
"NTRK3",0,0,0,0,44,1,0,1,0,46,43,43
"OR4A15",2,1,0,0,40,2,0,0,1,46,43,43
"ANK1",1,0,0,0,45,10,0,0,0,56,42,42
"CDH6",0,0,0,0,45,4,0,0,0,49,42,42
"DSCAM",0,0,0,0,43,3,0,2,0,48,42,42
"GRM8",1,0,0,0,46,0,0,1,0,48,42,42
"KIF2B",1,0,0,0,43,3,0,0,0,47,42,42
"LRRIQ1",0,1,0,0,44,2,0,0,0,47,42,42
"SMARCA4",4,0,0,0,24,14,0,5,0,47,42,42
"TRPA1",1,0,0,0,40,6,0,0,0,47,42,42
"TRRAP",6,0,0,0,39,2,0,0,0,47,42,42
"LRRTM4",2,0,0,0,41,3,0,0,0,46,42,42
"EYS",1,0,0,0,34,6,0,3,1,45,42,42
"HEPH",0,0,0,0,40,3,0,2,0,45,42,42
"CDH8",1,0,1,0,37,5,0,0,0,44,42,42
"KCNB2",1,0,0,0,42,1,0,0,0,44,42,42
"CRACD",3,2,0,0,36,2,0,0,0,43,42,42
"DCAF4L2",3,1,0,0,34,5,0,0,0,43,42,42
"SLC8A1",1,0,0,0,42,0,0,0,0,43,42,42
"CDH7",2,2,0,0,34,3,0,1,0,42,42,42
"NLRP14",3,1,0,0,43,1,0,1,0,49,41,41
"FER1L6",5,0,0,0,39,2,0,1,0,47,41,41
"MMRN1",2,0,0,0,42,3,0,0,0,47,41,41
"MYH4",1,0,0,0,38,8,0,0,0,47,41,41
"CACNA2D1",1,0,1,0,41,1,0,1,0,45,41,41
"FCGBP",1,0,0,0,40,3,0,1,0,45,41,41
"HUWE1",2,0,0,0,40,2,0,1,0,45,41,41
"NRXN3",0,5,0,0,38,2,0,0,0,45,41,41
"STAB2",1,6,0,0,32,4,0,1,0,44,41,41
"GRM5",0,0,1,0,37,3,0,0,0,41,41,41
"POM121L12",0,0,0,0,40,1,0,0,0,41,41,41
"UNC13C",1,0,0,0,47,0,0,0,1,49,40,40
"LRRC4C",3,1,0,0,39,4,0,0,0,47,40,40
"BOD1L1",1,0,0,0,45,0,0,0,0,46,40,40
"HGF",1,1,0,0,41,2,0,1,0,46,40,40
"VPS13B",5,0,1,0,36,2,0,2,0,46,40,40
"KLHL1",3,0,0,0,36,5,0,1,0,45,40,40
"FRAS1",0,0,0,0,40,4,0,0,0,44,40,40
"SLITRK4",1,0,0,0,41,2,0,0,0,44,40,40
"KDR",1,0,0,0,35,3,0,4,0,43,40,40
"PCDHB8",1,0,0,0,39,2,0,0,0,42,40,40
"PDGFRA",0,0,0,0,39,3,0,0,0,42,40,40
"WDFY3",2,2,0,0,30,3,0,5,0,42,40,40
"ZDBF2",0,0,2,0,39,1,0,0,0,42,40,40
"TMPRSS15",1,0,0,0,34,3,0,2,0,40,40,40
"SALL1",2,0,0,0,45,1,0,0,0,48,39,39
"L1CAM",0,0,1,0,42,1,0,2,0,46,39,39
"LCT",1,0,0,0,42,2,0,0,0,45,39,39
"KCNU1",0,0,0,0,35,9,0,0,0,44,39,39
"ADGRL2",0,0,0,0,38,4,0,1,0,43,39,39
"EPHA7",1,0,0,0,41,1,0,0,0,43,39,39
"GRM1",0,0,0,0,40,2,0,0,0,42,39,39
"RP1",1,1,0,0,39,1,0,0,0,42,39,39
"TRPC4",0,0,0,0,40,2,0,0,0,42,39,39
"MYCBP2",1,0,0,0,39,0,0,1,0,41,39,39
"PTPRB",0,0,0,0,36,5,0,0,0,41,39,39
"ADAMTSL3",1,2,1,0,37,8,0,2,0,51,38,38
"KCNA4",2,1,0,0,40,3,0,0,0,46,38,38
"STYXL2",2,1,0,0,39,4,0,0,0,46,38,38
"ALMS1",1,1,0,0,41,2,0,0,0,45,38,38
"NLGN4X",1,2,0,0,40,2,0,0,0,45,38,38
"TMTC1",2,0,0,0,39,3,0,1,0,45,38,38
"PCDHGA2",1,1,0,0,41,1,0,0,0,44,38,38
"PTPRN2",1,0,0,0,34,2,0,7,0,44,38,38
"SLIT2",2,0,1,0,37,3,0,1,0,44,38,38
"ZNF479",0,0,0,0,35,8,0,0,0,43,38,38
"COL4A2",1,0,0,0,28,7,0,6,0,42,38,38
"OR2W3",0,0,0,0,38,4,0,0,0,42,38,38
"NDST4",2,0,0,0,36,2,0,1,0,41,38,38
"FSCB",1,0,0,0,32,7,0,0,0,40,38,38
"SCN10A",3,0,0,0,34,3,0,0,0,40,38,38
"SCN3A",2,0,0,0,36,1,0,1,0,40,38,38
"F13A1",1,0,0,0,35,1,0,2,0,39,38,38
"KIAA1549L",0,0,0,0,39,0,0,0,0,39,38,38
"COL5A1",3,0,0,0,34,4,0,6,0,47,37,37
"KALRN",1,0,0,0,38,6,0,0,0,45,37,37
"NBAS",0,0,0,0,35,3,0,7,0,45,37,37
"SEMA5A",0,1,0,0,37,5,0,2,0,45,37,37
"SETD2",6,3,0,0,19,15,0,2,0,45,37,37
"SCN2A",0,0,0,0,40,2,0,1,0,43,37,37
"ERBB4",0,0,0,0,34,4,0,4,0,42,37,37
"CHL1",0,1,0,0,35,4,0,1,0,41,37,37
"DMBT1",0,0,2,0,37,2,0,0,0,41,37,37
"GRM7",0,0,0,0,38,2,0,1,0,41,37,37
"TENM4",0,0,0,0,38,2,0,0,0,40,37,37
"DGKB",2,3,0,0,24,10,0,0,0,39,37,37
"NLRP13",0,0,0,0,34,5,0,0,0,39,37,37
"TRHDE",1,1,0,0,33,1,0,3,0,39,37,37
"UBR4",2,0,0,0,32,3,0,2,0,39,37,37
"ADCY2",0,0,0,0,32,2,0,4,0,38,37,37
"KCNH1",2,1,0,0,32,3,0,0,0,38,37,37
"MYH6",1,0,0,0,36,0,0,0,0,37,37,37
"DISP3",0,0,0,0,36,1,0,6,0,43,36,36
"FAT2",3,1,0,0,35,3,0,0,0,42,36,36
"FSTL5",0,0,0,0,38,4,0,0,0,42,36,36
"ABCB5",1,0,0,0,35,3,0,2,0,41,36,36
"DLGAP2",0,1,0,0,38,2,0,0,0,41,36,36
"CFAP47",0,0,1,0,32,7,0,0,0,40,36,36
"CPED1",0,1,0,0,38,0,0,1,0,40,36,36
"DYSF",0,0,0,0,35,5,0,0,0,40,36,36
"FREM1",2,1,0,0,34,3,0,0,0,40,36,36
"TRPM6",0,1,0,0,29,5,0,5,0,40,36,36
"FBXL7",0,0,0,0,38,1,0,0,0,39,36,36
"SIPA1L2",1,1,0,0,32,4,0,1,0,39,36,36
"CCDC178",1,0,0,0,34,2,0,1,0,38,36,36
"FRMPD4",1,2,0,0,34,1,0,0,0,38,36,36
"MYH13",2,0,0,0,33,3,0,0,0,38,36,36
"NLRP12",0,0,0,0,38,0,0,0,0,38,36,36
"PCDHGA3",1,2,0,0,33,2,0,0,0,38,36,36
"PRKDC",0,0,0,0,29,9,0,0,0,38,36,36
"RBM10",2,3,0,0,9,18,0,6,0,38,36,36
"SACS",1,0,0,0,31,6,0,0,0,38,36,36
"ABCA12",0,0,0,0,31,5,0,0,0,36,36,36
"SAGE1",2,0,0,0,28,5,0,1,0,36,36,36
"CD163",1,0,0,0,39,5,0,1,0,46,35,35
"NLRP5",0,1,0,0,37,3,0,0,0,41,35,35
"COL6A6",0,3,0,0,33,4,0,0,0,40,35,35
"EPHB1",1,0,0,0,35,4,0,0,0,40,35,35
"SLITRK3",2,0,0,0,36,2,0,0,0,40,35,35
"CNTN5",2,0,0,0,34,3,0,0,0,39,35,35
"SEZ6L",0,0,0,0,35,4,0,0,0,39,35,35
"ADCY8",0,0,0,0,36,0,0,2,0,38,35,35
"DYNC1H1",1,0,0,3,25,9,0,0,0,38,35,35
"FCRL5",0,3,0,0,33,1,0,1,0,38,35,35
"GABRA4",1,1,0,0,36,0,0,0,0,38,35,35
"KCNH7",3,0,0,0,31,4,0,0,0,38,35,35
"ADGRL4",1,0,0,0,32,1,0,3,0,37,35,35
"FHOD3",1,0,0,0,24,12,0,0,0,37,35,35
"GLI3",0,0,0,0,35,2,0,0,0,37,35,35
"REG3A",3,0,0,0,31,0,0,3,0,37,35,35
"ZEB1",1,0,0,0,33,3,0,0,0,37,35,35
"ABCB1",1,0,0,0,31,3,0,1,0,36,35,35
"ADAMTS2",0,0,0,0,35,1,0,0,0,36,35,35
"BCHE",2,1,0,0,29,4,0,0,0,36,35,35
"KMT2D",1,0,0,0,31,4,0,0,0,36,35,35
"SAMD9L",11,0,0,0,25,0,0,0,0,36,35,35
"SPAG17",1,1,0,0,26,7,0,1,0,36,35,35
"NID1",0,0,0,0,39,2,0,1,0,42,34,34
"ALK",1,0,0,0,32,5,0,1,0,39,34,34
"DCC",1,0,0,0,31,6,0,1,0,39,34,34
"PPP1R3A",0,0,0,0,31,8,0,0,0,39,34,34
"SRCAP",3,0,0,0,33,2,0,1,0,39,34,34
"TMEM132D",0,0,0,0,32,7,0,0,0,39,34,34
"EPHB6",1,0,0,0,35,2,0,0,0,38,34,34
"FAM83B",0,0,0,0,37,1,0,0,0,38,34,34
"GRIN3A",2,0,0,0,33,2,0,0,0,37,34,34
"KCNH5",1,0,0,0,31,5,0,0,0,37,34,34
"COL15A1",0,0,0,0,27,3,0,6,0,36,34,34
"DCHS1",0,0,0,0,34,2,0,0,0,36,34,34
"OR6F1",2,0,0,0,33,1,0,0,0,36,34,34
"OR4C15",1,0,0,0,31,3,0,0,0,35,34,34
"PCDHA3",0,0,0,0,33,2,0,0,0,35,34,34
"RB1",4,7,1,0,9,9,0,5,0,35,34,34
"ROR2",7,0,0,0,27,1,0,0,0,35,34,34
"SEMA3A",0,0,0,0,31,2,0,2,0,35,34,34
"TPO",2,0,0,0,31,2,0,0,0,35,34,34
"DSCAML1",0,0,0,0,27,6,0,1,0,34,34,34
"ITPRID1",2,1,0,0,28,3,0,0,0,34,34,34
"OR2M5",1,0,0,0,32,0,0,0,1,34,34,34
"PTCHD4",0,0,0,0,33,1,0,0,0,34,34,34
"SCN1A",0,0,0,0,35,4,0,1,0,40,33,33
"COL4A6",0,0,0,0,36,1,0,2,0,39,33,33
"AMER1",2,0,0,0,35,1,0,0,0,38,33,33
"OR2L8",0,0,0,0,38,0,0,0,0,38,33,33
"ABCC9",2,0,0,0,32,1,0,2,0,37,33,33
"CACNA1C",0,0,0,0,35,2,0,0,0,37,33,33
"COL1A2",2,0,0,0,31,3,0,1,0,37,33,33
"OR2M3",3,0,0,0,32,1,0,0,1,37,33,33
"UNC5D",0,0,0,0,35,2,0,0,0,37,33,33
"USP29",0,0,0,0,34,3,0,0,0,37,33,33
"BRWD3",0,0,0,0,35,1,0,0,0,36,33,33
"KCNH8",1,0,0,0,27,7,0,1,0,36,33,33
"LAMA4",2,0,0,0,29,1,0,4,0,36,33,33
"MGA",5,2,0,0,15,14,0,0,0,36,33,33
"OTOF",1,0,0,0,32,1,0,2,0,36,33,33
"COL7A1",0,0,0,0,29,1,0,5,0,35,33,33
"MYH3",2,0,0,0,29,3,0,1,0,35,33,33
"NBEA",2,0,0,0,31,2,0,0,0,35,33,33
"OR14A16",0,0,1,0,34,0,0,0,0,35,33,33
"TMEM132B",0,0,0,0,30,5,0,0,0,35,33,33
"OR2T34",2,0,0,0,31,1,0,0,0,34,33,33
"OR4C46",0,0,0,0,33,1,0,0,0,34,33,33
"SEMA6D",0,0,0,0,28,2,1,3,0,34,33,33
"ST6GAL2",1,0,0,0,33,0,0,0,0,34,33,33
"TBX22",1,0,0,0,32,1,0,0,0,34,33,33
"CMTR2",3,1,0,0,13,16,0,0,0,33,33,33
"TRPV5",0,0,0,0,29,2,0,2,0,33,33,33
"IGSF10",0,0,0,0,31,9,0,0,0,40,32,32
"ATRX",1,0,0,0,29,8,0,1,0,39,32,32
"CLCN1",0,2,0,0,33,1,1,1,0,38,32,32
"COL4A5",0,0,0,0,30,7,0,1,0,38,32,32
"CNTN1",0,1,0,0,33,2,0,1,0,37,32,32
"HDAC9",1,1,0,0,33,2,0,0,0,37,32,32
"KLHL4",1,0,0,0,32,4,0,0,0,37,32,32
"MED12",0,1,0,0,31,4,0,1,0,37,32,32
"LRP1",0,1,0,0,34,0,0,1,0,36,32,32
"MYT1L",2,0,0,0,31,2,0,1,0,36,32,32
"SLITRK6",0,0,0,0,34,2,0,0,0,36,32,32
"ARID1A",4,2,0,0,12,15,0,2,0,35,32,32
"MYO16",0,0,0,0,34,1,0,0,0,35,32,32
"PLCL1",2,1,0,0,31,1,0,0,0,35,32,32
"PTPRC",2,1,0,0,27,3,0,2,0,35,32,32
"XYLT1",0,0,0,0,30,4,0,1,0,35,32,32
"AKAP6",3,0,0,0,22,7,0,2,0,34,32,32
"ANK3",0,0,1,0,30,3,0,0,0,34,32,32
"COBL",1,0,0,0,31,2,0,0,0,34,32,32
"DIDO1",1,0,0,0,30,2,0,1,0,34,32,32
"FOLH1",0,0,0,0,27,5,0,1,1,34,32,32
"IGSF1",1,0,0,0,29,4,0,0,0,34,32,32
"OR2G2",0,0,0,0,29,5,0,0,0,34,32,32
"PCDHB6",1,0,0,0,31,2,0,0,0,34,32,32
"ABCA10",0,0,0,0,26,7,0,0,0,33,32,32
"CHD6",2,0,0,0,24,6,0,1,0,33,32,32
"DSG3",0,1,0,0,25,4,0,3,0,33,32,32
"FSIP2",1,0,0,0,32,0,0,0,0,33,32,32
"MED12L",0,0,0,0,27,3,0,3,0,33,32,32
"PCDHB4",0,0,0,0,33,0,0,0,0,33,32,32
"TSHZ2",1,0,0,0,29,3,0,0,0,33,32,32
"ACAN",0,0,0,0,32,0,0,0,0,32,32,32
"IL1RAPL1",1,0,0,0,29,2,0,0,0,32,32,32
"OR5L1",0,0,0,0,31,1,0,0,0,32,32,32
"NLRP4",1,0,0,0,36,0,0,2,0,39,31,31
"ZEB2",4,0,0,0,26,7,0,0,0,37,31,31
"ATM",3,1,0,0,23,7,0,2,0,36,31,31
"DCAF12L1",0,0,0,0,32,4,0,0,0,36,31,31
"RBP3",2,0,0,0,34,0,0,0,0,36,31,31
"CMYA5",0,0,0,0,34,1,0,0,0,35,31,31
"COL4A1",2,0,0,0,31,1,0,1,0,35,31,31
"MYOM2",0,0,0,0,31,3,0,1,0,35,31,31
"NEXMIF",0,0,0,0,33,2,0,0,0,35,31,31
"SYNPO2",0,0,0,0,34,1,0,0,0,35,31,31
"CFH",1,0,0,0,30,1,0,2,0,34,31,31
"DYNC2H1",0,0,1,0,30,3,0,0,0,34,31,31
"OR4C16",8,0,0,0,26,0,0,0,0,34,31,31
"POSTN",3,1,0,0,24,0,0,6,0,34,31,31
"CDH23",0,0,0,0,32,1,0,0,0,33,31,31
