"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"MAGEA6",1,0,0,0,8,1,0,0,0,10,9,9
"MAP3K21",0,0,0,0,8,2,0,0,0,10,9,9
"MARCHF10",0,0,0,0,9,0,0,1,0,10,9,9
"MAST2",0,0,0,0,10,0,0,0,0,10,9,9
"MCM10",1,0,0,0,9,0,0,0,0,10,9,9
"MCM5",0,0,0,0,7,2,0,1,0,10,9,9
"MEIS1",0,0,0,0,9,1,0,0,0,10,9,9
"MMEL1",0,0,0,0,6,4,0,0,0,10,9,9
"MMP27",0,0,0,0,8,1,0,1,0,10,9,9
"MPEG1",1,0,0,0,8,1,0,0,0,10,9,9
"MSGN1",0,0,0,0,10,0,0,0,0,10,9,9
"MYO6",1,0,0,0,7,2,0,0,0,10,9,9
"NAGPA",0,0,0,0,10,0,0,0,0,10,9,9
"NCOA5",0,0,0,0,8,1,0,1,0,10,9,9
"NPHS2",0,0,0,0,9,1,0,0,0,10,9,9
"NPTX2",1,0,0,0,9,0,0,0,0,10,9,9
"NXF1",1,0,0,0,7,1,0,1,0,10,9,9
"OPRPN",0,0,0,0,10,0,0,0,0,10,9,9
"OR1Q1",0,1,0,0,8,0,0,0,1,10,9,9
"OR52E4",0,0,0,0,9,1,0,0,0,10,9,9
"OR5AN1",0,0,0,0,10,0,0,0,0,10,9,9
"OR5M1",0,0,0,0,10,0,0,0,0,10,9,9
"OR6C68",0,0,0,0,10,0,0,0,0,10,9,9
"OR8D1",0,0,0,0,10,0,0,0,0,10,9,9
"OSBPL7",0,0,0,0,8,2,0,0,0,10,9,9
"OTOP1",0,0,0,0,9,1,0,0,0,10,9,9
"PGAP4",3,0,0,0,5,2,0,0,0,10,9,9
"PHF2",0,0,0,0,8,2,0,0,0,10,9,9
"PLEKHM1",0,0,0,0,9,1,0,0,0,10,9,9
"PLSCR4",0,0,0,0,8,1,0,1,0,10,9,9
"POU4F2",0,0,0,0,8,1,0,1,0,10,9,9
"PPL",0,0,0,0,8,2,0,0,0,10,9,9
"PPP1R21",1,0,0,0,6,2,0,1,0,10,9,9
"PTEN",0,1,0,0,7,1,0,1,0,10,9,9
"PTPRA",2,0,0,0,4,2,0,2,0,10,9,9
"RAI2",0,0,0,0,10,0,0,0,0,10,9,9
"RGS9",0,0,0,0,8,2,0,0,0,10,9,9
"RIPK1",0,0,0,0,10,0,0,0,0,10,9,9
"RNF31",0,0,0,0,10,0,0,0,0,10,9,9
"SEC23A",0,0,0,0,10,0,0,0,0,10,9,9
"SERPINE1",1,0,0,0,8,1,0,0,0,10,9,9
"SLC17A4",0,0,0,0,10,0,0,0,0,10,9,9
"SLC22A8",0,0,0,0,7,2,0,1,0,10,9,9
"SLC2A10",0,0,0,0,9,0,0,1,0,10,9,9
"SLC38A8",0,0,0,0,9,0,0,1,0,10,9,9
"SOX7",0,0,0,0,10,0,0,0,0,10,9,9
"SRBD1",0,0,0,0,10,0,0,0,0,10,9,9
"STK26",1,0,0,0,7,2,0,0,0,10,9,9
"SWT1",0,1,0,0,9,0,0,0,0,10,9,9
"TAAR5",3,1,0,0,5,1,0,0,0,10,9,9
"TBC1D19",0,0,0,0,6,1,0,3,0,10,9,9
"TBC1D8B",0,0,0,0,9,1,0,0,0,10,9,9
"TFPI2",2,0,0,0,8,0,0,0,0,10,9,9
"TMCO4",0,0,0,0,10,0,0,0,0,10,9,9
"TRBV19",0,0,0,0,9,1,0,0,0,10,9,9
"TRBV27",0,0,0,0,8,2,0,0,0,10,9,9
"TSNARE1",0,0,0,0,9,0,0,0,1,10,9,9
"TTC14",0,0,0,0,10,0,0,0,0,10,9,9
"TTC7B",0,0,0,0,10,0,0,0,0,10,9,9
"TULP1",0,1,0,0,8,1,0,0,0,10,9,9
"USP54",1,0,0,0,9,0,0,0,0,10,9,9
"VSTM4",0,0,0,0,10,0,0,0,0,10,9,9
"WDR90",0,0,0,0,9,0,0,1,0,10,9,9
"WNT16",2,0,0,0,6,1,0,1,0,10,9,9
"ZC3H3",0,0,0,0,10,0,0,0,0,10,9,9
"ZNF451",0,0,0,0,9,1,0,0,0,10,9,9
"ZNF875",0,0,1,0,7,2,0,0,0,10,9,9
"ZSCAN10",0,0,0,0,9,1,0,0,0,10,9,9
"ABCF3",0,0,1,0,6,0,0,2,0,9,9,9
"ABCG2",0,0,0,0,7,1,0,1,0,9,9,9
"AC006059.2",0,0,0,0,9,0,0,0,0,9,9,9
"ACCSL",0,0,0,0,9,0,0,0,0,9,9,9
"ACTG2",0,0,0,0,7,2,0,0,0,9,9,9
"ACTL9",0,0,0,0,8,1,0,0,0,9,9,9
"ACVR2A",1,4,0,0,2,1,0,1,0,9,9,9
"ACVRL1",0,0,0,0,6,3,0,0,0,9,9,9
"ADAM28",0,0,0,0,9,0,0,0,0,9,9,9
"ADAMTSL2",0,0,0,0,7,2,0,0,0,9,9,9
"ADCY7",2,0,0,0,7,0,0,0,0,9,9,9
"ADH1C",0,0,0,0,9,0,0,0,0,9,9,9
"AFF3",0,0,0,0,8,1,0,0,0,9,9,9
"AFM",1,0,0,0,8,0,0,0,0,9,9,9
"AHDC1",0,0,0,0,7,2,0,0,0,9,9,9
"AIPL1",0,0,0,0,9,0,0,0,0,9,9,9
"AKAP12",0,0,0,0,9,0,0,0,0,9,9,9
"ANKIB1",0,0,0,0,9,0,0,0,0,9,9,9
"ANKLE2",0,0,0,0,9,0,0,0,0,9,9,9
"ANKRD12",0,0,0,0,8,1,0,0,0,9,9,9
"ANKRD34A",0,0,0,0,9,0,0,0,0,9,9,9
"ANKRD35",0,0,0,0,9,0,0,0,0,9,9,9
"AP3B2",0,0,0,0,8,1,0,0,0,9,9,9
"APOA5",1,0,0,0,8,0,0,0,0,9,9,9
"APPBP2",0,0,0,0,8,1,0,0,0,9,9,9
"AR",0,0,0,0,7,2,0,0,0,9,9,9
"ARHGAP27",0,0,0,0,7,1,0,1,0,9,9,9
"ARID5B",0,0,0,0,7,1,1,0,0,9,9,9
"ARSH",0,0,0,0,9,0,0,0,0,9,9,9
"ARSI",1,0,0,0,7,1,0,0,0,9,9,9
"ASB12",0,0,0,0,9,0,0,0,0,9,9,9
"ASMT",1,0,0,0,7,0,0,1,0,9,9,9
"ATAD5",1,0,0,0,7,1,0,0,0,9,9,9
"ATF2",0,0,0,0,6,1,0,2,0,9,9,9
"ATP13A3",0,0,0,0,8,0,0,1,0,9,9,9
"ATP2B4",0,0,0,0,9,0,0,0,0,9,9,9
"ATXN2",0,0,0,0,9,0,0,0,0,9,9,9
"BAHCC1",2,0,0,0,7,0,0,0,0,9,9,9
"BARD1",1,0,1,0,6,1,0,0,0,9,9,9
"BBS9",0,0,0,0,8,0,0,1,0,9,9,9
"BCO2",1,0,0,0,7,1,0,0,0,9,9,9
"BCR",0,0,0,0,8,1,0,0,0,9,9,9
"BHMT",0,0,0,0,8,1,0,0,0,9,9,9
"BMP1",0,0,0,0,8,1,0,0,0,9,9,9
"BMP15",0,0,0,0,8,1,0,0,0,9,9,9
"BMP3",0,0,0,0,8,1,0,0,0,9,9,9
"BMPR1B",0,0,0,0,8,1,0,0,0,9,9,9
"BRAT1",0,0,0,0,9,0,0,0,0,9,9,9
"C10orf120",0,1,0,0,6,2,0,0,0,9,9,9
"C8orf34",0,0,0,0,7,2,0,0,0,9,9,9
"CACNG5",0,0,0,0,8,1,0,0,0,9,9,9
"CAMK2D",1,0,0,0,8,0,0,0,0,9,9,9
"CAMSAP1",0,0,0,0,9,0,0,0,0,9,9,9
"CASP4",0,0,0,0,9,0,0,0,0,9,9,9
"CATSPERG",1,0,0,0,7,0,0,1,0,9,9,9
"CBFA2T3",0,0,0,0,9,0,0,0,0,9,9,9
"CC2D1A",0,0,0,0,8,1,0,0,0,9,9,9
"CCDC102B",0,0,0,0,8,1,0,0,0,9,9,9
"CCDC28A",1,0,0,0,8,0,0,0,0,9,9,9
"CCDC83",0,0,0,0,9,0,0,0,0,9,9,9
"CCDC88C",0,0,0,0,8,1,0,0,0,9,9,9
"CCT4",0,0,0,0,9,0,0,0,0,9,9,9
"CD1B",0,0,0,0,7,2,0,0,0,9,9,9
"CD4",0,0,0,0,6,0,0,3,0,9,9,9
"CD86",0,0,0,0,6,3,0,0,0,9,9,9
"CD96",0,0,0,0,6,2,0,1,0,9,9,9
"CDH15",0,0,0,0,9,0,0,0,0,9,9,9
"CDH26",0,0,0,0,7,2,0,0,0,9,9,9
"CEL",3,0,0,0,6,0,0,0,0,9,9,9
"CEP162",0,0,0,0,7,2,0,0,0,9,9,9
"CFAP44",0,0,0,0,7,2,0,0,0,9,9,9
"CFAP70",0,0,0,0,5,4,0,0,0,9,9,9
"CGNL1",2,0,1,0,5,1,0,0,0,9,9,9
"CHEK2",0,0,0,0,9,0,0,0,0,9,9,9
"CILK1",0,0,0,0,9,0,0,0,0,9,9,9
"CLCA1",0,0,0,0,8,0,0,1,0,9,9,9
"CLIP2",0,0,0,0,9,0,0,0,0,9,9,9
"CNKSR1",0,0,0,0,8,0,0,1,0,9,9,9
"CNTNAP1",1,0,0,0,6,2,0,0,0,9,9,9
"CNTNAP3",0,0,0,0,9,0,0,0,0,9,9,9
"CPA2",0,0,0,0,9,0,0,0,0,9,9,9
"CPD",0,0,0,0,9,0,0,0,0,9,9,9
"CPN1",0,0,0,0,8,1,0,0,0,9,9,9
"CPN2",0,0,0,0,9,0,0,0,0,9,9,9
"CRISP3",0,1,0,0,8,0,0,0,0,9,9,9
"CRISPLD2",0,0,0,0,9,0,0,0,0,9,9,9
"CRX",0,0,0,0,8,1,0,0,0,9,9,9
"CRYBG1",0,0,0,0,7,2,0,0,0,9,9,9
"CT83",0,0,0,0,9,0,0,0,0,9,9,9
"CUL7",0,0,0,0,9,0,0,0,0,9,9,9
"CYP1A1",2,0,0,0,7,0,0,0,0,9,9,9
"CYP4F12",0,0,0,0,7,1,0,1,0,9,9,9
"CYP7B1",0,0,0,0,6,2,0,1,0,9,9,9
"DAGLA",0,0,0,0,9,0,0,0,0,9,9,9
"DCBLD1",1,1,0,0,4,3,0,0,0,9,9,9
"DCTN1",0,0,0,0,8,1,0,0,0,9,9,9
"DCUN1D1",0,0,0,0,7,0,0,2,0,9,9,9
"DDIT4",0,0,0,0,9,0,0,0,0,9,9,9
"DDX10",0,0,0,0,5,4,0,0,0,9,9,9
"DDX42",0,0,0,0,8,0,0,1,0,9,9,9
"DENND1B",0,0,0,0,9,0,0,0,0,9,9,9
"DIS3",0,0,0,0,8,0,0,1,0,9,9,9
"DIS3L2",0,0,0,0,9,0,0,0,0,9,9,9
"DLAT",0,0,0,0,9,0,0,0,0,9,9,9
"DMBX1",1,0,0,0,8,0,0,0,0,9,9,9
"DNAI3",0,0,0,0,6,2,0,1,0,9,9,9
"DNMT3B",0,0,0,0,8,0,0,1,0,9,9,9
"DOCK8",0,0,0,0,8,0,0,1,0,9,9,9
"ECEL1",0,0,0,0,9,0,0,0,0,9,9,9
"EEF1AKNMT",0,0,0,0,7,2,0,0,0,9,9,9
"EFCAB12",0,0,0,0,8,1,0,0,0,9,9,9
"EGFL6",0,0,0,0,8,1,0,0,0,9,9,9
"EIF2AK1",0,0,0,0,8,1,0,0,0,9,9,9
"EIF3E",0,0,0,0,8,1,0,0,0,9,9,9
"ELMOD1",1,0,0,0,7,1,0,0,0,9,9,9
"EPB41L1",1,1,0,0,7,0,0,0,0,9,9,9
"EPC1",0,0,0,0,9,0,0,0,0,9,9,9
"EPHB2",0,0,0,0,8,1,0,0,0,9,9,9
"EPHB4",0,0,0,0,9,0,0,0,0,9,9,9
"EPN2",0,0,0,0,9,0,0,0,0,9,9,9
"ERCC4",0,0,0,0,9,0,0,0,0,9,9,9
"ESR1",0,0,0,0,8,1,0,0,0,9,9,9
"EXOC2",1,0,0,0,5,3,0,0,0,9,9,9
"FAM186B",0,0,1,0,8,0,0,0,0,9,9,9
"FAM78B",0,0,0,0,9,0,0,0,0,9,9,9
"FANCB",1,0,0,0,8,0,0,0,0,9,9,9
"FANCI",0,0,0,0,7,2,0,0,0,9,9,9
"FBLN1",0,0,0,0,7,2,0,0,0,9,9,9
"FBXO16",0,0,0,0,8,0,0,1,0,9,9,9
"FBXO24",1,0,0,0,8,0,0,0,0,9,9,9
"FCGR3B",0,0,0,0,8,1,0,0,0,9,9,9
"FGF23",0,0,0,0,9,0,0,0,0,9,9,9
"FRG2",0,0,0,0,9,0,0,0,0,9,9,9
"FRMD3",0,0,0,0,7,0,0,2,0,9,9,9
"FUBP1",0,0,0,0,6,1,0,2,0,9,9,9
"FUT8",1,0,0,0,8,0,0,0,0,9,9,9
"GADL1",0,0,0,0,9,0,0,0,0,9,9,9
"GAN",0,0,0,0,8,0,0,1,0,9,9,9
"GAS2L3",0,0,0,0,8,1,0,0,0,9,9,9
"GATM",0,0,0,0,8,0,0,1,0,9,9,9
"GCLC",0,1,0,0,7,1,0,0,0,9,9,9
"GGH",0,0,0,0,8,1,0,0,0,9,9,9
"GGN",0,0,0,0,9,0,0,0,0,9,9,9
"GIGYF1",0,0,0,0,9,0,0,0,0,9,9,9
"GIMAP4",0,0,0,0,8,1,0,0,0,9,9,9
"GLRA1",0,0,0,0,9,0,0,0,0,9,9,9
"GNAQ",0,1,0,0,8,0,0,0,0,9,9,9
"GPBP1L1",0,0,0,0,9,0,0,0,0,9,9,9
"GPD2",0,0,0,0,7,2,0,0,0,9,9,9
"GPR4",0,0,0,0,7,2,0,0,0,9,9,9
"GRIP1",0,0,0,0,8,1,0,0,0,9,9,9
"GTF2IRD1",0,0,0,0,7,1,0,1,0,9,9,9
"GTPBP3",0,0,0,0,9,0,0,0,0,9,9,9
"GUCY2C",1,0,0,0,5,0,0,3,0,9,9,9
"GZMA",0,0,0,0,9,0,0,0,0,9,9,9
"H6PD",0,0,0,0,9,0,0,0,0,9,9,9
"HAND2",0,0,0,0,9,0,0,0,0,9,9,9
"HBD",0,0,0,0,9,0,0,0,0,9,9,9
"HBG2",0,0,0,0,8,1,0,0,0,9,9,9
"HIF3A",0,0,0,0,7,0,0,1,1,9,9,9
"HNRNPA1",0,0,0,0,9,0,0,0,0,9,9,9
"HNRNPM",0,0,0,0,9,0,0,0,0,9,9,9
"HOXA7",0,0,0,0,9,0,0,0,0,9,9,9
"HOXD10",1,0,0,0,7,1,0,0,0,9,9,9
"HSF5",0,0,0,0,9,0,0,0,0,9,9,9
"HSPA2",0,0,0,0,9,0,0,0,0,9,9,9
"HTR3C",0,0,0,0,7,0,0,2,0,9,9,9
"IFI44",0,1,0,0,8,0,0,0,0,9,9,9
"IFIH1",0,0,0,0,9,0,0,0,0,9,9,9
"IGF1R",0,0,0,0,7,1,0,1,0,9,9,9
"IGKV1D-43",1,0,0,0,7,1,0,0,0,9,9,9
"IGLON5",0,0,0,0,9,0,0,0,0,9,9,9
"IGSF8",0,0,0,0,8,1,0,0,0,9,9,9
"IKBKB",0,0,0,0,4,3,0,2,0,9,9,9
"IKZF2",1,1,0,0,7,0,0,0,0,9,9,9
"INO80",0,0,0,0,7,2,0,0,0,9,9,9
"INPPL1",0,0,0,0,9,0,0,0,0,9,9,9
"INSYN1",0,0,0,0,7,2,0,0,0,9,9,9
"ITGB3",0,0,0,0,9,0,0,0,0,9,9,9
"JADE2",1,1,0,0,6,1,0,0,0,9,9,9
"JPH3",1,0,0,0,7,1,0,0,0,9,9,9
"KAT6A",0,0,0,0,7,2,0,0,0,9,9,9
"KCNK6",0,0,0,0,8,0,0,1,0,9,9,9
"KCNQ5",1,1,0,0,7,0,0,0,0,9,9,9
"KCNV2",0,0,0,0,8,1,0,0,0,9,9,9
"KCTD16",1,0,0,0,7,1,0,0,0,9,9,9
"KDM6A",2,1,0,0,6,0,0,0,0,9,9,9
"KIAA0232",2,0,0,0,7,0,0,0,0,9,9,9
"KIAA0319",0,0,0,0,9,0,0,0,0,9,9,9
"KIAA0319L",0,0,0,0,9,0,0,0,0,9,9,9
"KIF5C",0,0,0,0,7,2,0,0,0,9,9,9
"KIR3DL2",0,0,0,0,8,1,0,0,0,9,9,9
"KLHL15",1,0,0,0,8,0,0,0,0,9,9,9
"KLK15",0,0,0,0,9,0,0,0,0,9,9,9
"KLK4",0,0,0,0,9,0,0,0,0,9,9,9
"KLK8",1,0,0,0,8,0,0,0,0,9,9,9
"KRT26",0,0,0,0,8,1,0,0,0,9,9,9
"KRT4",0,0,0,0,8,0,0,1,0,9,9,9
"KRTAP10-3",0,0,0,0,9,0,0,0,0,9,9,9
"LAMC2",0,0,0,0,9,0,0,0,0,9,9,9
"LGR4",0,0,0,0,9,0,0,0,0,9,9,9
"LINS1",0,0,0,0,7,1,0,1,0,9,9,9
"LIPK",0,0,0,0,9,0,0,0,0,9,9,9
"LMBRD2",0,0,0,0,7,1,0,1,0,9,9,9
"LPCAT1",0,0,0,0,9,0,0,0,0,9,9,9
"LRAT",0,0,0,0,9,0,0,0,0,9,9,9
"LRRC37A3",0,0,0,0,8,0,0,0,1,9,9,9
"MAF1",0,0,0,0,9,0,0,0,0,9,9,9
"MAGEA8",0,0,0,0,9,0,0,0,0,9,9,9
"MANEA",0,0,0,0,9,0,0,0,0,9,9,9
"MAP2K1",0,0,1,0,7,1,0,0,0,9,9,9
"MAP2K4",0,0,0,0,4,2,0,3,0,9,9,9
"MAP4K1",0,0,0,0,6,2,0,1,0,9,9,9
"MAP7D3",0,0,0,0,7,0,0,2,0,9,9,9
"MAPK4",0,0,0,0,7,2,0,0,0,9,9,9
"MARCHF1",0,0,0,0,8,1,0,0,0,9,9,9
"MARCHF4",0,0,0,0,9,0,0,0,0,9,9,9
"MARF1",0,0,0,0,7,1,0,1,0,9,9,9
"MASP1",0,0,0,0,7,2,0,0,0,9,9,9
"MCTP1",0,0,0,0,9,0,0,0,0,9,9,9
"MDGA1",0,0,0,0,9,0,0,0,0,9,9,9
"MECP2",0,0,0,0,9,0,0,0,0,9,9,9
"MEPE",0,0,0,0,9,0,0,0,0,9,9,9
"METTL25",1,0,0,0,6,1,0,1,0,9,9,9
"METTL4",0,0,0,0,9,0,0,0,0,9,9,9
"MIB2",0,0,0,0,9,0,0,0,0,9,9,9
"MINAR1",0,0,0,0,9,0,0,0,0,9,9,9
"MLIP",0,0,0,0,7,2,0,0,0,9,9,9
"MMP9",0,0,0,0,9,0,0,0,0,9,9,9
"MS4A1",2,0,0,0,5,2,0,0,0,9,9,9
"MSRB2",0,0,0,0,8,1,0,0,0,9,9,9
"MTHFD1L",0,0,0,0,7,1,0,1,0,9,9,9
"MTMR10",0,0,0,0,9,0,0,0,0,9,9,9
"MTMR14",0,0,0,0,9,0,0,0,0,9,9,9
"MTREX",0,0,0,0,9,0,0,0,0,9,9,9
"MX2",1,0,0,0,4,4,0,0,0,9,9,9
"MYF6",0,0,0,0,8,0,0,0,1,9,9,9
"MYLIP",0,0,0,0,6,3,0,0,0,9,9,9
"NAP1L2",0,0,0,0,7,2,0,0,0,9,9,9
"NAV1",0,0,0,0,9,0,0,0,0,9,9,9
"NBEAL2",0,0,0,0,8,1,0,0,0,9,9,9
"NCAPH",0,0,0,0,8,1,0,0,0,9,9,9
"NCKAP1",0,0,0,1,6,2,0,0,0,9,9,9
"NEUROD4",1,0,0,0,6,2,0,0,0,9,9,9
"NKTR",0,0,0,0,8,0,0,1,0,9,9,9
"NKX2-5",0,1,0,0,8,0,0,0,0,9,9,9
"NLRP6",0,0,0,0,7,1,0,1,0,9,9,9
"NONO",6,0,0,0,1,2,0,0,0,9,9,9
"NOTCH3",2,0,0,0,7,0,0,0,0,9,9,9
"NOX1",2,0,0,0,7,0,0,0,0,9,9,9
"NRDC",1,0,0,0,7,1,0,0,0,9,9,9
"NSD2",0,0,0,0,9,0,0,0,0,9,9,9
"NSMAF",0,0,0,0,7,0,0,2,0,9,9,9
"NTAQ1",0,0,0,0,9,0,0,0,0,9,9,9
"NTF3",1,0,0,0,8,0,0,0,0,9,9,9
"NTNG2",0,0,0,0,8,1,0,0,0,9,9,9
"NUAK1",0,0,0,0,9,0,0,0,0,9,9,9
"NUP107",0,0,0,0,8,0,0,1,0,9,9,9
"NUP155",0,0,0,1,7,1,0,0,0,9,9,9
"NUP58",0,1,0,0,8,0,0,0,0,9,9,9
"NYAP1",2,0,0,0,7,0,0,0,0,9,9,9
"OBI1",0,1,0,0,8,0,0,0,0,9,9,9
"OGDH",1,0,0,0,8,0,0,0,0,9,9,9
"OLAH",0,0,0,0,8,1,0,0,0,9,9,9
"OR10A5",0,0,0,0,8,1,0,0,0,9,9,9
"OR10J5",0,0,0,0,8,1,0,0,0,9,9,9
"OR13H1",0,0,0,0,9,0,0,0,0,9,9,9
"OR1A2",1,0,0,0,7,1,0,0,0,9,9,9
"OR2D2",0,0,0,0,8,0,1,0,0,9,9,9
"OR4X1",1,0,0,0,8,0,0,0,0,9,9,9
"OR51B2",0,0,0,0,9,0,0,0,0,9,9,9
"OR52I2",1,0,0,0,8,0,0,0,0,9,9,9
"OR5H6",0,0,0,0,9,0,0,0,0,9,9,9
"OR5M11",1,0,0,0,7,1,0,0,0,9,9,9
"OR6C2",0,0,0,0,9,0,0,0,0,9,9,9
"OR7A5",0,0,0,0,9,0,0,0,0,9,9,9
"OR7G1",0,0,0,0,7,1,0,0,1,9,9,9
"OR9A2",0,0,0,0,9,0,0,0,0,9,9,9
"OSBPL1A",0,0,0,0,8,0,0,1,0,9,9,9
"P2RY8",0,0,0,0,7,2,0,0,0,9,9,9
"PANX3",0,0,0,0,9,0,0,0,0,9,9,9
"PARVG",2,0,0,0,6,1,0,0,0,9,9,9
"PAX6",0,1,0,0,6,1,0,1,0,9,9,9
"PC",0,0,0,0,8,0,0,1,0,9,9,9
"PCMTD1",0,0,0,0,7,2,0,0,0,9,9,9
"PCNX3",1,0,0,0,7,1,0,0,0,9,9,9
"PCSK1",1,0,0,0,7,1,0,0,0,9,9,9
"PDE2A",0,0,0,0,8,1,0,0,0,9,9,9
"PDE6B",0,0,0,0,8,0,0,1,0,9,9,9
"PDS5B",1,0,0,0,8,0,0,0,0,9,9,9
"PER3",0,0,0,0,5,4,0,0,0,9,9,9
"PEX1",1,0,0,0,3,0,0,5,0,9,9,9
"PGLYRP2",0,0,0,0,7,2,0,0,0,9,9,9
"PHLPP2",0,0,0,1,6,2,0,0,0,9,9,9
"PIGO",0,0,0,0,8,1,0,0,0,9,9,9
"PIK3CB",0,0,0,0,8,1,0,0,0,9,9,9
"PIP4P2",0,1,0,0,6,0,0,2,0,9,9,9
"PIP5K1A",0,0,0,0,9,0,0,0,0,9,9,9
"PITPNM3",1,0,0,0,8,0,0,0,0,9,9,9
"PIWIL4",0,0,0,0,9,0,0,0,0,9,9,9
"PKD2L2",0,0,0,0,9,0,0,0,0,9,9,9
"PKDREJ",1,0,1,0,7,0,0,0,0,9,9,9
"PKN2",0,0,0,0,8,0,0,1,0,9,9,9
"PKP1",0,0,0,0,8,1,0,0,0,9,9,9
"PLA2G4C",1,0,0,0,8,0,0,0,0,9,9,9
"PLEKHG4",0,0,0,0,8,1,0,0,0,9,9,9
"PLOD2",0,0,0,0,8,0,0,0,1,9,9,9
"PNLIPRP2",0,0,0,0,9,0,0,0,0,9,9,9
"POTEM",1,0,0,0,8,0,0,0,0,9,9,9
"PPIP5K2",0,0,0,0,8,1,0,0,0,9,9,9
"PPM1B",0,0,0,0,9,0,0,0,0,9,9,9
"PPP1R9A",0,1,0,0,8,0,0,0,0,9,9,9
"PPP2R2B",0,0,0,0,7,1,0,1,0,9,9,9
"PRAMEF1",0,0,0,0,7,2,0,0,0,9,9,9
"PRKCQ",1,0,0,0,8,0,0,0,0,9,9,9
"PRLHR",1,1,0,0,6,1,0,0,0,9,9,9
"PROKR1",0,0,0,0,9,0,0,0,0,9,9,9
"PROM2",0,0,0,0,9,0,0,0,0,9,9,9
"PRPS1L1",0,0,0,0,9,0,0,0,0,9,9,9
"PRSS35",1,0,0,0,8,0,0,0,0,9,9,9
"PTK2",0,0,0,0,5,4,0,0,0,9,9,9
"PTPN20",0,0,0,0,9,0,0,0,0,9,9,9
"PTPRS",0,0,0,0,9,0,0,0,0,9,9,9
"QSOX2",0,0,0,0,9,0,0,0,0,9,9,9
"RABL3",0,0,0,0,9,0,0,0,0,9,9,9
"RASA1",2,1,0,0,5,1,0,0,0,9,9,9
"RASGRP3",0,0,0,0,8,1,0,0,0,9,9,9
"RASIP1",0,0,0,0,8,0,0,1,0,9,9,9
"RBAK",0,0,0,0,9,0,0,0,0,9,9,9
"RBM27",0,0,0,0,9,0,0,0,0,9,9,9
"RDH8",0,0,0,0,9,0,0,0,0,9,9,9
"RERE",0,0,0,0,7,1,0,1,0,9,9,9
"RGS6",1,0,0,0,8,0,0,0,0,9,9,9
"RHOBTB2",1,0,0,0,8,0,0,0,0,9,9,9
"RLIM",0,0,0,0,9,0,0,0,0,9,9,9
"RPL3L",0,0,0,0,9,0,0,0,0,9,9,9
"RSBN1",2,0,0,0,6,0,0,1,0,9,9,9
"S1PR1",1,1,0,0,6,1,0,0,0,9,9,9
"SAXO1",0,1,0,0,6,2,0,0,0,9,9,9
"SCAPER",1,0,0,0,6,2,0,0,0,9,9,9
"SCYL2",0,0,0,0,8,0,0,1,0,9,9,9
"SEC24A",0,0,0,0,7,1,0,1,0,9,9,9
"SEC31A",0,0,0,0,8,1,0,0,0,9,9,9
"SEL1L",0,0,0,0,9,0,0,0,0,9,9,9
"SEMA6B",0,0,0,0,9,0,0,0,0,9,9,9
"SERGEF",0,0,0,0,8,1,0,0,0,9,9,9
"SERPINA10",0,0,0,0,9,0,0,0,0,9,9,9
"SERPINE2",0,0,0,0,9,0,0,0,0,9,9,9
"SH2B1",0,0,0,0,7,2,0,0,0,9,9,9
"SH2D3C",0,0,0,0,7,2,0,0,0,9,9,9
"SH3BP2",0,0,0,0,9,0,0,0,0,9,9,9
"SIMC1",1,0,0,0,7,1,0,0,0,9,9,9
"SIRPA",0,0,0,0,8,1,0,0,0,9,9,9
"SKAP2",0,0,0,0,3,5,0,1,0,9,9,9
"SLAMF8",0,0,0,0,8,1,0,0,0,9,9,9
"SLC10A7",0,0,0,0,9,0,0,0,0,9,9,9
"SLC12A6",0,0,0,0,9,0,0,0,0,9,9,9
"SLC12A9",0,0,0,0,9,0,0,0,0,9,9,9
"SLC17A2",0,0,0,0,8,1,0,0,0,9,9,9
"SLC2A9",0,0,0,0,8,1,0,0,0,9,9,9
"SLC5A1",0,0,0,0,8,1,0,0,0,9,9,9
"SLC6A16",0,0,0,0,9,0,0,0,0,9,9,9
"SLC9A3",1,0,0,0,7,0,0,1,0,9,9,9
"SLC9B1",0,0,0,0,9,0,0,0,0,9,9,9
"SLCO4A1",0,0,0,0,9,0,0,0,0,9,9,9
"SMCHD1",0,0,0,0,9,0,0,0,0,9,9,9
"SMPD4",0,1,0,0,8,0,0,0,0,9,9,9
"SMURF1",0,0,0,0,9,0,0,0,0,9,9,9
"SNCAIP",1,0,0,0,8,0,0,0,0,9,9,9
"SNX9",0,0,0,0,6,2,0,1,0,9,9,9
"SON",0,0,0,0,8,1,0,0,0,9,9,9
"SOWAHB",0,1,0,0,7,1,0,0,0,9,9,9
"SPINK5",4,0,0,0,4,1,0,0,0,9,9,9
"SPIRE1",0,0,0,0,8,1,0,0,0,9,9,9
"SPN",0,0,0,0,8,1,0,0,0,9,9,9
"SPOCK3",0,0,0,0,9,0,0,0,0,9,9,9
"SPPL2C",0,0,0,0,8,1,0,0,0,9,9,9
"SQSTM1",0,0,0,0,7,2,0,0,0,9,9,9
"ST14",0,0,0,0,8,0,0,1,0,9,9,9
