"Hugo_Symbol","LUAD","COAD","pval","or","ci.up","ci.low","adjPval"
"ZNF540",3,14,0.000505072848852964,0.133790832394161,0.484512119461047,0.0244615911690352,0.022389103883698
"BICRA",5,17,0.000507302008953604,0.182633160167551,0.522078630703681,0.0521781662001831,0.022389103883698
"RFX7",5,17,0.000507302008953604,0.182633160167551,0.522078630703681,0.0521781662001831,0.022389103883698
"TOP2B",5,17,0.000507302008953604,0.182633160167551,0.522078630703681,0.0521781662001831,0.022389103883698
"ZHX2",5,17,0.000507302008953604,0.182633160167551,0.522078630703681,0.0521781662001831,0.022389103883698
"ZMYM4",5,17,0.000507302008953604,0.182633160167551,0.522078630703681,0.0521781662001831,0.022389103883698
"ABCA3",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"ARHGAP22",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"BRD3",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"CHD1",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"FBXO10",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"SCAF1",4,15,0.000509223061446538,0.166299366892312,0.527973404586669,0.0398323313658882,0.022389103883698
"OR2L8",33,5,0.000528957893364037,4.47355038869324,14.8291939883129,1.71148201565713,0.022389103883698
"AKAP7",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"ANKRD10",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"ATF5",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"CREB3",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"CSRNP1",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"FBXO9",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"FRK",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"NKAPD1",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"NOL4L",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"PHF7",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"RMI1",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"SNPH",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"SPNS2",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"TBC1D10C",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"TRIM35",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"TSPAN5",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"UBLCP1",0,8,0.000535181300888249,0,0.373012327127933,0,0.022389103883698
"DNAH17",21,34,0.000543545249465409,0.374659540668692,0.67810561399158,0.202681643232358,0.0225118473070715
