"Hugo_Symbol","LUAD","COAD","pval","or","ci.up","ci.low","adjPval"
"CDK2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CEACAM16",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CENPV",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CHMP3",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CNN2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CPLX4",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CTBS",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"CXCL5",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DDAH1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DENND11",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DGAT1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DHX33",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DIRAS1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DOK4",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"ECHDC2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"ELF5",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"FAM13B",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"FBXO32",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"FRA10AC1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"GLTPD2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"GNAI2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"GNL3",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"GPT",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"GRK6",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"HGS",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"HSF1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"IFRD2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"IL4",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"KANSL3",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"LAPTM4A",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"LSM1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"MARCKS",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"MBOAT7",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"MFSD14B",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"MKLN1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"MTRF1L",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NAAA",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NCBP2L",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NELFA",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NHLH1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NINJ1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NPVF",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NUS1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"NXN",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"P2RX4",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"PCGF1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"PKDCC",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"PNMT",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"PPP2R5C",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"RAB11B",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"RAN",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"REEP5",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"RINL",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"RPS23",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"RTL8A",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SEC11C",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SIAE",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SLC2A6",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SLC38A3",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SNX17",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SPINT1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SSBP4",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"SSR1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"ST6GALNAC2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"STRADA",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"STXBP2",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"TIA1",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"VPS37B",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"WNT3",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"ZNF785",0,5,0.00914478820184549,0,0.700202301749554,0,0.0864937924099769
"DNAH10",27,34,0.00926905978636963,0.487279442268046,0.850143641215986,0.276879946638888,0.087397605917462
"ACVR1B",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"B2M",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"C3",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"CHD2",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"SLC4A7",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"WNK2",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"ZNF862",10,18,0.00930462697916898,0.346989403883549,0.804326479654286,0.14124230949019,0.087397605917462
"EFCAB13",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"HDLBP",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"MAP3K5",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"NBEAL1",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"PHIP",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"RXFP2",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"SPART",8,16,0.00938370746129244,0.313046312342895,0.785616236391095,0.114638651949673,0.0876108034819552
"CTNND2",56,19,0.00943880755137643,2.00891524611641,3.65108453420453,1.14988582204026,0.0880496652970167
"NTNG1",30,7,0.0094686999595982,2.87124685793005,7.836992871562,1.21751214177056,0.0882528273012422
"FASN",15,23,0.00988470418026528,0.404882448293484,0.823864759141594,0.193386469356108,0.0920513076787205
"CDH10",82,32,0.00992131482978122,1.77380842688689,2.83143530169964,1.13328977894438,0.0923132090705991
"CREBBP",21,28,0.0101879259033215,0.463654258792026,0.862825724115689,0.245685077838585,0.0947128803849814
"ANK3",32,38,0.0102451086164725,0.515109600044858,0.866607950577776,0.304517774576648,0.095163148096816
"AKAP9",28,34,0.010372285551558,0.506306180360266,0.879136981299873,0.28948831506588,0.0962622439797747
"ADGRL4",35,9,0.0104821339715461,2.61619067925471,6.27217116207098,1.21279618096113,0.0963414115374851
"CPS1",58,20,0.0104975490042814,1.97888762264786,3.5442221863617,1.14640462892069,0.0963414115374851
"BCOR",18,25,0.010541132695109,0.446740154911152,0.867859243056199,0.225707656520455,0.0963414115374851
"ANKRD28",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"AP1G2",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"AP5Z1",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"APBB3",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"CADM1",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"CEP78",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"CSF3R",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"FAM120B",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"GLB1L2",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"MAP9",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"MCOLN3",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"MYCBPAP",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"NRROS",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"PTPN23",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"RADIL",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"RBPJL",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"SLC13A1",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"SLC16A6",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"STON1",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"SUSD5",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"TASOR",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"TRDN",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"TUBGCP2",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"USP53",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"WASL",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"WNT9A",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"ZNF117",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"ZNF483",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"ZNF836",5,12,0.0106642511254144,0.262606844725355,0.809742333662033,0.0717968250729686,0.0963414115374851
"CD5L",27,6,0.0108095542082105,3.00569683431518,8.99961723388787,1.19874340339813,0.0975730465748598
"SCN5A",25,32,0.0109412114040112,0.480587912602614,0.854555413265531,0.267585525155535,0.0986795658718321
"OR4A16",28,6,0.0110105505710087,3.12312806393491,9.32470939906746,1.25101267713644,0.0991405286099852
"SERPINA9",28,6,0.0110105505710087,3.12312806393491,9.32470939906746,1.25101267713644,0.0991405286099852
"AKAP13",19,26,0.011622378969659,0.452871448842041,0.866346539537757,0.232767594183314,0.104476542192546
"DSEL",19,26,0.011622378969659,0.452871448842041,0.866346539537757,0.232767594183314,0.104476542192546
"CPAMD8",16,23,0.0117266661818824,0.432677928252237,0.870157624769453,0.210203064927077,0.105240056155392
"NLRC5",16,23,0.0117266661818824,0.432677928252237,0.870157624769453,0.210203064927077,0.105240056155392
"ASB2",13,1,0.0120131294824384,8.57057941618596,365.240024740141,1.27613910914432,0.106117924748875
"CYYR1",13,1,0.0120131294824384,8.57057941618596,365.240024740141,1.27613910914432,0.106117924748875
"OR4B1",13,1,0.0120131294824384,8.57057941618596,365.240024740141,1.27613910914432,0.106117924748875
"VWC2",13,1,0.0120131294824384,8.57057941618596,365.240024740141,1.27613910914432,0.106117924748875
"ARHGAP30",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"CASD1",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"CCDC88B",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"CECR2",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"CEP85L",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"CFTR",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"DAB2IP",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"ESRP1",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"KIF13B",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"MPP4",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"NCAPG",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"NEURL4",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"PTGER3",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"REST",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"TBC1D32",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"UHRF1BP1",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"USP19",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"ZBTB40",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"ZNF418",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"ZNF626",7,14,0.01205863335383,0.314357879849259,0.842725827138882,0.1062361730849,0.106117924748875
"MEGF10",25,5,0.0121101216236646,3.33610560020882,11.2676496877792,1.23793360165187,0.106484877041713
"ANKRD50",11,18,0.0121774181476548,0.382379169727224,0.867546496633641,0.161005490138799,0.106731488470621
"MYO10",11,18,0.0121774181476548,0.382379169727224,0.867546496633641,0.161005490138799,0.106731488470621
"PRDM10",11,18,0.0121774181476548,0.382379169727224,0.867546496633641,0.161005490138799,0.106731488470621
"TMEM131L",11,18,0.0121774181476548,0.382379169727224,0.867546496633641,0.161005490138799,0.106731488470621
"TNC",30,36,0.0121963967042042,0.511043434135418,0.872778452145549,0.29738617636926,0.106811760830619
"AHDC1",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"ANKRD12",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"ATP2B4",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"GIGYF1",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"INPPL1",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"KCNQ5",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"KIAA0319L",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"MAP3K21",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"PHF2",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"SMCHD1",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"TRIM3",9,16,0.0124322074153405,0.352804410636121,0.859479198153349,0.135763446934285,0.107921085440271
"FAM47A",45,14,0.0125310471649748,2.17415290565739,4.3611344595157,1.14942900121824,0.108605737062495
"MMP16",45,14,0.0125310471649748,2.17415290565739,4.3611344595157,1.14942900121824,0.108605737062495
"MYH4",41,12,0.0129296536926228,2.30599537504433,4.89440065661596,1.16752881483147,0.110607926444901
"LRRC4C",40,12,0.0130078046848658,2.24522533585164,4.77503262453382,1.13400667801219,0.110607926444901
"HAS2",22,4,0.0130649616967513,3.65868001103332,14.7288209084868,1.22743895789792,0.110607926444901
"OR2AK2",22,4,0.0130649616967513,3.65868001103332,14.7288209084868,1.22743895789792,0.110607926444901
"ACE2",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ADAM8",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"AP3B1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ARHGAP39",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"BAZ2A",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"CD248",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"CDYL2",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"COG1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"CYP2A6",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"E4F1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"EFHC1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ERCC3",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ETAA1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ETV6",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"FADS2",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"FOXN3",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"GBE1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"HIP1R",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"HUNK",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"INPP5F",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"IPO4",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"JADE1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"KDM2A",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"KRT33A",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"KRT39",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"LIPE",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"NDUFA10",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"NRBP1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"PHC2",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"POGK",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"SPIDR",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"SPRTN",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"UPF1",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"WDR11",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ZFR2",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ZNF329",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ZNF528",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ZNF721",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"ZSCAN31",4,11,0.0131993278041263,0.229469902006037,0.782482728564298,0.052870834949257,0.110607926444901
"PTPRK",17,24,0.013212566457722,0.440033861902876,0.869148835139297,0.218206390470007,0.110633629992796
"BMT2",16,2,0.0135327396168402,5.28972943701869,47.7131192503629,1.23124848531614,0.112966699011796
"FCRLA",16,2,0.0135327396168402,5.28972943701869,47.7131192503629,1.23124848531614,0.112966699011796
"IL9R",16,2,0.0135327396168402,5.28972943701869,47.7131192503629,1.23124848531614,0.112966699011796
"SLC7A14",16,2,0.0135327396168402,5.28972943701869,47.7131192503629,1.23124848531614,0.112966699011796
"FCRL2",19,3,0.0136637505375535,4.20037036177369,22.329953853425,1.22265769849444,0.113711258299135
"LRIT2",19,3,0.0136637505375535,4.20037036177369,22.329953853425,1.22265769849444,0.113711258299135
"OR51D1",19,3,0.0136637505375535,4.20037036177369,22.329953853425,1.22265769849444,0.113711258299135
"OR5M10",19,3,0.0136637505375535,4.20037036177369,22.329953853425,1.22265769849444,0.113711258299135
"EFCAB5",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"ELOA2",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"LIFR",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"MED13",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"SUPT6H",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"UHRF1BP1L",12,19,0.0140497731797557,0.394714540691742,0.869569665553501,0.172268962412399,0.115447408428829
"DNAH1",24,30,0.0140672976231101,0.494291759488946,0.892391083679388,0.271154495644427,0.115447408428829
"DDIT4",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"LRAT",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"MAGEA8",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"MSRB2",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"SNAI2",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"TAS2R60",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"TRBV19",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"TRBV27",9,0,0.0141401652753489,Inf,Inf,1.28614319664267,0.115447408428829
"BRINP3",63,23,0.0142490366687169,1.87163788647297,3.23146102162426,1.11754325067436,0.115447408428829
"ASTN2",46,15,0.0145709977092458,2.07235414102183,4.06577216284391,1.11395057299153,0.115447408428829
"CACNA2D3",15,22,0.0149466226501203,0.424584131784984,0.870812393957952,0.201670316999923,0.115447408428829
"KANSL1",15,22,0.0149466226501203,0.424584131784984,0.870812393957952,0.201670316999923,0.115447408428829
"STAB1",15,22,0.0149466226501203,0.424584131784984,0.870812393957952,0.201670316999923,0.115447408428829
"DDX60",10,17,0.014967891880855,0.368505177858959,0.864309375465477,0.148852130954312,0.115447408428829
"SBNO1",10,17,0.014967891880855,0.368505177858959,0.864309375465477,0.148852130954312,0.115447408428829
"TP53BP1",10,17,0.014967891880855,0.368505177858959,0.864309375465477,0.148852130954312,0.115447408428829
"KIF2B",42,13,0.0150213504052948,2.17849758732894,4.49468228773925,1.12586968594905,0.115447408428829
"LRRTM4",42,13,0.0150213504052948,2.17849758732894,4.49468228773925,1.12586968594905,0.115447408428829
"ANPEP",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"B4GALNT1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"BRPF3",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"CTNND1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"DGKD",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"FILIP1L",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"FXR1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"INPP4A",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"KRT31",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"MARK2",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"MCM7",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"NAALADL1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"NCAPD2",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"NEFM",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"NEK1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"OTOL1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"PLK1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"SUPT16H",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"TMF1",6,13,0.0150692389471268,0.29052853634182,0.828990474642147,0.0896608358864598,0.115447408428829
"OR2M3",33,9,0.0150980587005055,2.45692140195673,5.91656466237067,1.13174440284706,0.115447408428829
"OR4C46",33,9,0.0150980587005055,2.45692140195673,5.91656466237067,1.13174440284706,0.115447408428829
"UNC5D",33,9,0.0150980587005055,2.45692140195673,5.91656466237067,1.13174440284706,0.115447408428829
"ABLIM2",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"ACSM4",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"ACTN4",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"ADAM32",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"AKT1",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"ANTXR2",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"AP1M2",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"APPL1",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"B3GALT2",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
"C12orf4",3,9,0.0151513990120434,0.211229041668487,0.854247949873627,0.036524025691538,0.115447408428829
