"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"TTLL9",0,0,0,0,5,1,0,0,0,6,6,6
"TUBA3D",1,1,0,0,4,0,0,0,0,6,6,6
"TUBA4A",0,0,1,0,5,0,0,0,0,6,6,6
"TUBAL3",0,0,0,0,6,0,0,0,0,6,6,6
"TUBE1",1,0,0,0,5,0,0,0,0,6,6,6
"TXNRD2",1,0,0,0,5,0,0,0,0,6,6,6
"TYRO3",0,0,0,0,4,2,0,0,0,6,6,6
"TYW1",0,0,0,0,6,0,0,0,0,6,6,6
"UBASH3B",0,0,0,0,5,0,0,1,0,6,6,6
"UBE2Q1",0,1,0,0,5,0,0,0,0,6,6,6
"UBE4A",0,0,0,0,6,0,0,0,0,6,6,6
"UBIAD1",0,0,0,0,6,0,0,0,0,6,6,6
"UBQLN3",2,0,0,0,4,0,0,0,0,6,6,6
"UBQLN4",0,0,0,0,4,0,0,2,0,6,6,6
"UBQLNL",0,0,0,0,4,2,0,0,0,6,6,6
"UBXN4",0,0,0,0,6,0,0,0,0,6,6,6
"UBXN6",0,0,1,0,5,0,0,0,0,6,6,6
"UGP2",2,1,0,0,3,0,0,0,0,6,6,6
"UGT1A4",1,1,0,0,4,0,0,0,0,6,6,6
"UGT1A6",2,0,0,0,3,1,0,0,0,6,6,6
"UHRF1",0,0,0,0,6,0,0,0,0,6,6,6
"UMODL1",1,0,0,0,5,0,0,0,0,6,6,6
"UNKL",1,0,0,0,5,0,0,0,0,6,6,6
"USO1",0,2,0,0,4,0,0,0,0,6,6,6
"USPL1",0,0,0,0,6,0,0,0,0,6,6,6
"UTP14C",0,0,0,0,6,0,0,0,0,6,6,6
"UVRAG",2,0,0,0,4,0,0,0,0,6,6,6
"UVSSA",1,0,0,0,5,0,0,0,0,6,6,6
"VASN",1,1,0,0,4,0,0,0,0,6,6,6
"VCP",0,0,0,0,6,0,0,0,0,6,6,6
"VDAC1",0,0,0,0,5,1,0,0,0,6,6,6
"VMP1",0,0,0,0,6,0,0,0,0,6,6,6
"VN1R2",0,0,0,0,6,0,0,0,0,6,6,6
"VNN1",0,0,0,0,6,0,0,0,0,6,6,6
"VPS45",0,0,0,0,5,0,0,0,1,6,6,6
"VPS72",0,0,0,0,5,0,0,1,0,6,6,6
"VSIR",2,0,0,0,4,0,0,0,0,6,6,6
"VTN",0,0,0,0,6,0,0,0,0,6,6,6
"VWA3B",0,0,0,0,5,1,0,0,0,6,6,6
"WASHC5",0,0,0,0,6,0,0,0,0,6,6,6
"WDCP",0,0,0,0,6,0,0,0,0,6,6,6
"WNT3A",0,0,0,0,6,0,0,0,0,6,6,6
"WNT7A",0,0,0,0,6,0,0,0,0,6,6,6
"WT1",0,0,0,0,5,0,0,1,0,6,6,6
"WWC1",0,0,0,0,6,0,0,0,0,6,6,6
"XAGE2",0,0,0,0,4,2,0,0,0,6,6,6
"XG",0,0,0,0,5,1,0,0,0,6,6,6
"XRCC2",1,1,0,0,4,0,0,0,0,6,6,6
"XRCC6",1,0,0,0,5,0,0,0,0,6,6,6
"YARS2",0,0,1,0,5,0,0,0,0,6,6,6
"YY1AP1",0,0,0,0,6,0,0,0,0,6,6,6
"ZBP1",0,0,0,0,3,3,0,0,0,6,6,6
"ZC3H3",0,0,0,0,5,1,0,0,0,6,6,6
"ZC3HC1",0,0,0,0,6,0,0,0,0,6,6,6
"ZC4H2",1,0,0,0,3,2,0,0,0,6,6,6
"ZCCHC14",1,0,0,0,5,0,0,0,0,6,6,6
"ZCCHC7",1,0,0,0,5,0,0,0,0,6,6,6
"ZDHHC15",0,0,0,0,5,1,0,0,0,6,6,6
"ZDHHC16",0,0,1,0,5,0,0,0,0,6,6,6
"ZFX",0,0,0,0,6,0,0,0,0,6,6,6
"ZGPAT",0,0,0,0,6,0,0,0,0,6,6,6
"ZKSCAN4",3,0,0,0,3,0,0,0,0,6,6,6
"ZNF101",2,1,0,0,3,0,0,0,0,6,6,6
"ZNF212",2,0,0,0,4,0,0,0,0,6,6,6
"ZNF219",1,1,0,0,4,0,0,0,0,6,6,6
"ZNF251",1,0,0,0,4,1,0,0,0,6,6,6
"ZNF268",2,0,0,0,4,0,0,0,0,6,6,6
"ZNF280B",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF30",3,0,0,0,3,0,0,0,0,6,6,6
"ZNF300",2,0,0,0,3,1,0,0,0,6,6,6
"ZNF317",1,0,0,0,5,0,0,0,0,6,6,6
"ZNF362",2,0,0,0,4,0,0,0,0,6,6,6
"ZNF417",0,1,0,0,5,0,0,0,0,6,6,6
"ZNF44",2,0,0,0,4,0,0,0,0,6,6,6
"ZNF460",3,0,0,0,3,0,0,0,0,6,6,6
"ZNF497",1,0,0,0,5,0,0,0,0,6,6,6
"ZNF506",0,2,0,0,4,0,0,0,0,6,6,6
"ZNF518B",0,1,0,0,5,0,0,0,0,6,6,6
"ZNF519",1,0,0,0,3,2,0,0,0,6,6,6
"ZNF529",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF554",1,0,0,0,4,1,0,0,0,6,6,6
"ZNF556",0,0,0,0,4,2,0,0,0,6,6,6
"ZNF573",0,0,0,0,4,2,0,0,0,6,6,6
"ZNF577",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF584",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF652",1,1,0,0,4,0,0,0,0,6,6,6
"ZNF660",2,0,0,0,2,2,0,0,0,6,6,6
"ZNF675",0,0,0,0,4,2,0,0,0,6,6,6
"ZNF704",1,0,0,0,5,0,0,0,0,6,6,6
"ZNF763",0,1,0,0,4,1,0,0,0,6,6,6
"ZNF765",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF768",0,0,0,0,6,0,0,0,0,6,6,6
"ZNF789",0,0,0,0,4,2,0,0,0,6,6,6
"ZP1",0,0,0,0,6,0,0,0,0,6,6,6
"ZSWIM2",1,0,0,0,5,0,0,0,0,6,6,6
"ZNF782",0,0,0,0,12,0,0,0,0,12,5,5
"NFAT5",0,0,0,0,10,0,0,1,0,11,5,5
"TFCP2",0,0,0,0,6,2,0,3,0,11,5,5
"ZHX1",0,1,0,0,10,0,0,0,0,11,5,5
"GALNT5",0,0,0,0,10,0,0,0,0,10,5,5
"A1CF",0,0,0,0,4,5,0,0,0,9,5,5
"ACSBG1",0,1,0,0,8,0,0,0,0,9,5,5
"DAOA",1,0,0,0,8,0,0,0,0,9,5,5
"KYNU",1,0,0,0,8,0,0,0,0,9,5,5
"MS4A5",0,0,0,0,8,1,0,0,0,9,5,5
"PARP8",0,1,0,0,8,0,0,0,0,9,5,5
"THNSL1",0,0,0,0,8,1,0,0,0,9,5,5
"TIGD4",0,1,0,0,7,1,0,0,0,9,5,5
"AP4E1",0,0,0,0,5,3,0,0,0,8,5,5
"C9orf43",1,0,0,0,6,0,0,1,0,8,5,5
"CD200R1",0,0,0,0,8,0,0,0,0,8,5,5
"FAM189A2",0,0,0,0,4,2,0,2,0,8,5,5
"LRIF1",0,0,0,0,8,0,0,0,0,8,5,5
"MBOAT2",2,0,0,0,6,0,0,0,0,8,5,5
"NELFA",3,0,0,0,3,2,0,0,0,8,5,5
"VSTM4",1,0,0,0,7,0,0,0,0,8,5,5
"ZNF136",0,0,0,0,8,0,0,0,0,8,5,5
"ZNF792",0,0,0,0,8,0,0,0,0,8,5,5
"ABCB7",0,0,0,0,7,0,0,0,0,7,5,5
"ACP1",1,1,0,0,5,0,0,0,0,7,5,5
"AGMO",1,2,0,0,2,2,0,0,0,7,5,5
"AMDHD1",0,0,0,0,5,2,0,0,0,7,5,5
"ANKRD1",0,0,0,0,7,0,0,0,0,7,5,5
"APCDD1",0,0,0,0,7,0,0,0,0,7,5,5
"AS3MT",0,0,0,0,7,0,0,0,0,7,5,5
"CCDC27",1,0,0,0,4,2,0,0,0,7,5,5
"DNAAF2",0,0,0,0,7,0,0,0,0,7,5,5
"ELAC1",0,0,0,0,7,0,0,0,0,7,5,5
"ELF1",0,0,0,0,7,0,0,0,0,7,5,5
"EXOC2",1,0,1,0,5,0,0,0,0,7,5,5
"FBXO22",0,0,0,0,6,1,0,0,0,7,5,5
"FCHO1",0,0,0,0,6,0,0,1,0,7,5,5
"GALNT1",1,0,0,0,4,2,0,0,0,7,5,5
"GALNT7",1,0,0,0,4,2,0,0,0,7,5,5
"GCKR",0,0,0,0,7,0,0,0,0,7,5,5
"GDPD4",0,0,0,0,4,1,0,2,0,7,5,5
"GPAM",0,0,0,0,6,0,0,1,0,7,5,5
"HMGXB4",1,0,0,0,6,0,0,0,0,7,5,5
"HTR3C",1,0,0,0,6,0,0,0,0,7,5,5
"IDO1",0,0,0,0,7,0,0,0,0,7,5,5
"IGFBP1",0,0,0,0,7,0,0,0,0,7,5,5
"KIF7",3,1,0,0,2,1,0,0,0,7,5,5
"KPTN",2,0,0,0,4,1,0,0,0,7,5,5
"LMNTD1",0,0,0,0,7,0,0,0,0,7,5,5
"LPAR4",1,0,0,0,6,0,0,0,0,7,5,5
"MDM2",2,0,0,0,5,0,0,0,0,7,5,5
"MMP8",1,0,0,0,4,2,0,0,0,7,5,5
"MYOZ2",0,0,0,0,6,1,0,0,0,7,5,5
"NASP",1,0,0,0,5,1,0,0,0,7,5,5
"NDNF",0,0,0,0,7,0,0,0,0,7,5,5
"NEFH",0,0,0,0,7,0,0,0,0,7,5,5
"OR11H4",0,0,0,0,5,2,0,0,0,7,5,5
"OR11H6",0,0,0,0,7,0,0,0,0,7,5,5
"OR13G1",0,0,0,0,7,0,0,0,0,7,5,5
"OR14J1",0,0,0,0,6,1,0,0,0,7,5,5
"OR6X1",0,0,0,0,7,0,0,0,0,7,5,5
"PBX3",0,0,0,0,5,0,0,2,0,7,5,5
"PER2",0,0,0,0,6,1,0,0,0,7,5,5
"PMFBP1",1,0,0,0,5,1,0,0,0,7,5,5
"PPM1A",0,0,0,0,7,0,0,0,0,7,5,5
"PRAMEF19",0,0,0,0,7,0,0,0,0,7,5,5
"PRKAG3",0,0,0,0,7,0,0,0,0,7,5,5
"PRPF40A",0,0,0,0,7,0,0,0,0,7,5,5
"RAB27B",0,0,0,0,7,0,0,0,0,7,5,5
"SLC16A12",1,0,0,0,6,0,0,0,0,7,5,5
"SLC5A9",1,0,0,0,5,1,0,0,0,7,5,5
"SPATA22",0,4,0,0,3,0,0,0,0,7,5,5
"STAM2",0,0,0,0,6,0,0,1,0,7,5,5
"STK39",1,0,0,0,6,0,0,0,0,7,5,5
"SUSD1",1,0,0,0,4,1,0,1,0,7,5,5
"TBC1D28",0,0,0,0,7,0,0,0,0,7,5,5
"TF",0,1,0,0,4,2,0,0,0,7,5,5
"TMEM198",0,0,0,0,7,0,0,0,0,7,5,5
"TNPO3",1,0,0,0,6,0,0,0,0,7,5,5
"TREM1",0,0,0,0,5,0,0,2,0,7,5,5
"UCP1",0,0,0,0,7,0,0,0,0,7,5,5
"UGT2A3",0,0,0,0,7,0,0,0,0,7,5,5
"USH1C",0,0,0,0,6,0,0,1,0,7,5,5
"WDR70",2,1,0,0,3,1,0,0,0,7,5,5
"WDSUB1",0,1,0,0,6,0,0,0,0,7,5,5
"ZNF2",1,0,0,0,6,0,0,0,0,7,5,5
"ZNF264",0,0,0,0,7,0,0,0,0,7,5,5
"ZNF596",0,0,0,0,7,0,0,0,0,7,5,5
"ZNF649",0,0,0,0,6,0,0,0,1,7,5,5
"ZSWIM3",0,0,0,0,7,0,0,0,0,7,5,5
"ZZZ3",0,0,0,0,6,1,0,0,0,7,5,5
"AARS1",0,1,0,0,5,0,0,0,0,6,5,5
"ABCD4",0,0,0,0,4,2,0,0,0,6,5,5
"ACO1",0,0,0,0,5,1,0,0,0,6,5,5
"ACSL4",0,0,0,0,2,4,0,0,0,6,5,5
"ACSS1",0,0,0,0,6,0,0,0,0,6,5,5
"ADAP2",0,0,0,0,5,1,0,0,0,6,5,5
"ADGRF1",0,0,0,0,6,0,0,0,0,6,5,5
"ADGRF5",0,0,0,0,5,0,0,1,0,6,5,5
"AGT",0,0,0,0,5,1,0,0,0,6,5,5
"AHCY",0,0,0,0,6,0,0,0,0,6,5,5
"ALOX15B",0,0,0,0,6,0,0,0,0,6,5,5
"ANGPT4",0,0,0,0,6,0,0,0,0,6,5,5
"ARHGAP27",2,0,0,0,2,2,0,0,0,6,5,5
"ATG9A",0,0,0,0,6,0,0,0,0,6,5,5
"BCAR1",0,0,0,0,6,0,0,0,0,6,5,5
"BCL6B",0,0,0,0,6,0,0,0,0,6,5,5
"BMP2K",0,0,0,0,4,2,0,0,0,6,5,5
"BRSK2",2,0,0,0,4,0,0,0,0,6,5,5
"BUB1B",0,0,0,0,6,0,0,0,0,6,5,5
"C5AR2",0,0,0,0,6,0,0,0,0,6,5,5
"CAVIN1",1,0,0,0,5,0,0,0,0,6,5,5
"CAVIN4",0,1,0,0,5,0,0,0,0,6,5,5
"CCDC136",0,0,0,0,6,0,0,0,0,6,5,5
"CCDC60",0,0,0,0,6,0,0,0,0,6,5,5
"CCDC96",0,0,0,0,6,0,0,0,0,6,5,5
"CCNQ",0,0,0,0,6,0,0,0,0,6,5,5
"CDADC1",0,0,0,0,6,0,0,0,0,6,5,5
"CEACAM16",0,0,0,0,6,0,0,0,0,6,5,5
"CEP72",1,0,0,0,5,0,0,0,0,6,5,5
"CHMP3",0,0,0,0,5,1,0,0,0,6,5,5
"CIAO3",1,0,0,0,4,0,0,1,0,6,5,5
"CIBAR2",1,0,0,0,5,0,0,0,0,6,5,5
"CKM",0,0,0,0,5,0,0,1,0,6,5,5
"CLCNKB",0,0,0,0,6,0,0,0,0,6,5,5
"CNKSR3",0,0,0,0,6,0,0,0,0,6,5,5
"CRIM1",0,0,0,0,5,0,0,1,0,6,5,5
"CROT",0,1,0,0,5,0,0,0,0,6,5,5
"CTAGE6",0,0,0,0,5,1,0,0,0,6,5,5
"CYP4A22",0,0,0,0,5,1,0,0,0,6,5,5
"CYRIB",0,0,0,0,4,2,0,0,0,6,5,5
"DAZAP1",2,1,0,0,3,0,0,0,0,6,5,5
"DIPK2B",0,0,0,0,6,0,0,0,0,6,5,5
"DMRTC2",1,0,0,0,4,0,0,1,0,6,5,5
"DOK6",0,0,0,0,6,0,0,0,0,6,5,5
"ECT2L",0,0,0,0,5,1,0,0,0,6,5,5
"EEF2K",0,0,0,0,6,0,0,0,0,6,5,5
"EGR3",1,0,0,0,5,0,0,0,0,6,5,5
"EIF4ENIF1",0,0,0,0,6,0,0,0,0,6,5,5
"ELAVL1",0,1,0,0,5,0,0,0,0,6,5,5
"EZH1",0,0,0,0,6,0,0,0,0,6,5,5
"FBXO47",1,0,0,0,5,0,0,0,0,6,5,5
"FCRLB",0,0,0,0,5,1,0,0,0,6,5,5
"FGF3",0,0,0,0,6,0,0,0,0,6,5,5
"FNIP2",0,0,0,0,6,0,0,0,0,6,5,5
"FOXO1",1,1,0,0,4,0,0,0,0,6,5,5
"FPR2",0,0,0,0,6,0,0,0,0,6,5,5
"FRS3",0,0,0,0,5,0,0,1,0,6,5,5
"GABPB1",0,0,0,0,6,0,0,0,0,6,5,5
"GADL1",0,0,0,0,5,1,0,0,0,6,5,5
"GC",0,0,0,0,6,0,0,0,0,6,5,5
"GCAT",1,0,0,0,4,0,0,1,0,6,5,5
"GGCX",0,0,0,0,4,2,0,0,0,6,5,5
"GIPC1",4,0,0,0,2,0,0,0,0,6,5,5
"GPER1",0,0,0,0,6,0,0,0,0,6,5,5
"GPM6A",0,0,0,0,6,0,0,0,0,6,5,5
"GPR161",0,0,1,0,5,0,0,0,0,6,5,5
"GPR83",0,0,0,0,6,0,0,0,0,6,5,5
"GRK4",0,0,0,0,5,1,0,0,0,6,5,5
"GRK5",1,0,0,0,5,0,0,0,0,6,5,5
"GRK6",0,0,1,0,5,0,0,0,0,6,5,5
"GSR",1,1,0,0,4,0,0,0,0,6,5,5
"GZMA",0,0,0,0,4,1,1,0,0,6,5,5
"HEPACAM",2,0,0,0,4,0,0,0,0,6,5,5
"HIF1A",0,1,0,0,4,1,0,0,0,6,5,5
"HJURP",0,0,0,0,3,3,0,0,0,6,5,5
"HNF4A",0,0,0,0,5,0,0,1,0,6,5,5
"HOMER2",0,0,0,0,6,0,0,0,0,6,5,5
"HSP90AA1",1,0,0,0,5,0,0,0,0,6,5,5
"HTR5A",0,0,0,0,6,0,0,0,0,6,5,5
"IFRD1",1,0,0,0,4,1,0,0,0,6,5,5
"IK",0,0,0,0,6,0,0,0,0,6,5,5
"ILVBL",0,0,0,0,6,0,0,0,0,6,5,5
"INSM2",2,2,0,0,2,0,0,0,0,6,5,5
"KCNJ12",0,0,0,0,6,0,0,0,0,6,5,5
"KCNRG",0,0,0,0,6,0,0,0,0,6,5,5
"KIF2A",1,1,0,0,4,0,0,0,0,6,5,5
"KPNA1",0,0,0,0,4,2,0,0,0,6,5,5
"KRT17",2,0,0,0,3,0,0,1,0,6,5,5
"KRTAP13-1",0,0,0,0,6,0,0,0,0,6,5,5
"LGALS9",1,0,0,0,5,0,0,0,0,6,5,5
"LIMK1",0,0,0,0,6,0,0,0,0,6,5,5
"LRRC34",0,0,0,0,6,0,0,0,0,6,5,5
"LSP1",3,0,0,0,2,1,0,0,0,6,5,5
"MAK",0,1,0,0,4,1,0,0,0,6,5,5
"MAML2",0,0,0,1,5,0,0,0,0,6,5,5
"MAN2A2",0,1,0,0,4,0,0,1,0,6,5,5
"MARS2",0,0,0,0,6,0,0,0,0,6,5,5
"MFSD12",1,1,0,0,4,0,0,0,0,6,5,5
"MID2",0,0,0,0,6,0,0,0,0,6,5,5
"MZF1",2,0,0,0,4,0,0,0,0,6,5,5
"NAXD",1,1,0,0,4,0,0,0,0,6,5,5
"NBN",3,0,1,0,0,1,0,1,0,6,5,5
"OR13A1",0,0,0,0,6,0,0,0,0,6,5,5
"OR2F1",0,0,0,0,5,1,0,0,0,6,5,5
"OR2T2",0,0,0,0,6,0,0,0,0,6,5,5
"OR8K3",0,0,0,0,6,0,0,0,0,6,5,5
"OSBPL2",2,1,0,0,2,1,0,0,0,6,5,5
"OVGP1",2,1,0,0,3,0,0,0,0,6,5,5
"P2RY14",0,0,0,0,6,0,0,0,0,6,5,5
"PAK4",3,0,0,0,3,0,0,0,0,6,5,5
"PDE1A",1,0,0,0,5,0,0,0,0,6,5,5
"PFKFB4",0,0,0,0,6,0,0,0,0,6,5,5
"PITPNM2",1,0,0,0,5,0,0,0,0,6,5,5
"PLEKHH3",1,0,0,0,4,1,0,0,0,6,5,5
"POU2F2",0,0,0,0,6,0,0,0,0,6,5,5
"PPARGC1B",0,0,0,0,5,1,0,0,0,6,5,5
"PPP1R12B",0,0,0,0,5,0,0,1,0,6,5,5
"PPP2R5D",4,0,0,0,2,0,0,0,0,6,5,5
"PRMT8",0,0,0,0,6,0,0,0,0,6,5,5
"PSMC5",0,0,0,0,4,0,0,2,0,6,5,5
"PTPN2",0,0,0,0,5,0,0,1,0,6,5,5
"PUM3",0,1,0,0,4,1,0,0,0,6,5,5
"RARS1",1,0,0,0,4,0,0,1,0,6,5,5
"RASEF",0,0,0,0,4,1,0,1,0,6,5,5
"RERG",1,0,0,0,5,0,0,0,0,6,5,5
"RGS7",2,0,0,0,3,1,0,0,0,6,5,5
"RIPOR3",0,0,0,0,5,1,0,0,0,6,5,5
"RREB1",0,0,0,0,5,0,0,1,0,6,5,5
"SCARA3",0,0,0,0,6,0,0,0,0,6,5,5
"SERPINA10",0,0,0,0,6,0,0,0,0,6,5,5
"SET",1,0,0,0,5,0,0,0,0,6,5,5
"SF3B2",0,0,1,0,5,0,0,0,0,6,5,5
"SHCBP1",0,0,0,0,6,0,0,0,0,6,5,5
"SIAE",0,0,0,0,6,0,0,0,0,6,5,5
"SIK2",1,0,0,0,4,1,0,0,0,6,5,5
"SLAMF1",1,0,0,0,5,0,0,0,0,6,5,5
"SLC22A4",1,2,0,0,3,0,0,0,0,6,5,5
"SLC5A5",0,0,0,0,6,0,0,0,0,6,5,5
"SLC7A4",1,1,0,0,4,0,0,0,0,6,5,5
"SLC8A3",0,0,0,0,6,0,0,0,0,6,5,5
"SMYD2",1,1,0,0,2,1,0,1,0,6,5,5
"SPANXN3",1,2,0,0,2,0,0,1,0,6,5,5
"SRSF11",0,0,0,0,2,4,0,0,0,6,5,5
"ST6GALNAC2",1,0,0,0,5,0,0,0,0,6,5,5
"STON2",0,0,0,0,6,0,0,0,0,6,5,5
"STRA6",1,0,0,0,5,0,0,0,0,6,5,5
"STRADA",3,0,0,0,3,0,0,0,0,6,5,5
"STT3B",0,0,0,0,6,0,0,0,0,6,5,5
"TAF5L",1,0,0,0,5,0,0,0,0,6,5,5
"TBC1D19",0,0,0,0,4,2,0,0,0,6,5,5
"TCP11L2",0,0,0,0,4,2,0,0,0,6,5,5
"TMPRSS3",3,0,0,0,3,0,0,0,0,6,5,5
"TNMD",0,1,0,0,5,0,0,0,0,6,5,5
"TOM1L1",0,0,0,0,4,2,0,0,0,6,5,5
"TTC6",0,0,0,0,6,0,0,0,0,6,5,5
"UCMA",0,0,0,0,6,0,0,0,0,6,5,5
"ULBP3",0,0,0,0,5,1,0,0,0,6,5,5
"USP9Y",1,0,0,0,5,0,0,0,0,6,5,5
"VPS35L",0,0,0,0,5,0,0,1,0,6,5,5
"VPS37B",1,1,1,0,3,0,0,0,0,6,5,5
"VPS52",1,1,0,0,4,0,0,0,0,6,5,5
"WBP11",0,0,0,0,6,0,0,0,0,6,5,5
"WEE2",2,0,0,0,4,0,0,0,0,6,5,5
"ZC3H12A",2,0,0,0,4,0,0,0,0,6,5,5
"ZCCHC8",1,0,0,0,4,1,0,0,0,6,5,5
"ZDHHC9",0,1,0,0,5,0,0,0,0,6,5,5
"ZFYVE27",0,1,0,0,5,0,0,0,0,6,5,5
"ZNF140",0,2,0,0,4,0,0,0,0,6,5,5
"ZNF215",0,0,0,0,5,1,0,0,0,6,5,5
"ZNF224",1,0,0,0,5,0,0,0,0,6,5,5
"ZNF501",0,0,0,0,6,0,0,0,0,6,5,5
"ZNF517",2,0,0,0,4,0,0,0,0,6,5,5
"ZNF566",1,0,0,0,5,0,0,0,0,6,5,5
"ZNF653",0,0,0,0,6,0,0,0,0,6,5,5
"ZNF766",0,0,0,0,5,1,0,0,0,6,5,5
"ZSCAN1",0,0,0,0,6,0,0,0,0,6,5,5
"AAAS",1,0,0,0,4,0,0,0,0,5,5,5
"ABCB9",0,0,0,0,5,0,0,0,0,5,5,5
"ABHD6",0,0,0,0,4,1,0,0,0,5,5,5
"ACAA1",1,0,0,0,3,0,0,1,0,5,5,5
"ACADVL",3,0,0,0,1,0,0,1,0,5,5,5
"ACAP2",0,0,0,0,5,0,0,0,0,5,5,5
"ACER1",0,0,0,0,4,1,0,0,0,5,5,5
"ACMSD",0,0,0,0,5,0,0,0,0,5,5,5
"ACP3",0,0,0,0,5,0,0,0,0,5,5,5
"ACP5",0,0,0,0,4,1,0,0,0,5,5,5
"ACR",0,0,0,0,3,2,0,0,0,5,5,5
"ACRV1",0,0,0,0,5,0,0,0,0,5,5,5
"ACTL7A",3,0,0,0,2,0,0,0,0,5,5,5
"ACTN2",0,0,0,0,4,1,0,0,0,5,5,5
"ACTR3",0,0,0,0,5,0,0,0,0,5,5,5
"ACTR6",2,0,0,0,2,0,0,0,1,5,5,5
"ACVRL1",0,0,0,0,5,0,0,0,0,5,5,5
"ADA",0,0,0,0,5,0,0,0,0,5,5,5
"ADAM22",0,1,0,0,4,0,0,0,0,5,5,5
"ADAM28",1,0,0,0,3,0,0,1,0,5,5,5
"ADCYAP1",0,0,0,0,3,0,0,0,2,5,5,5
"ADGRA1",0,0,0,0,5,0,0,0,0,5,5,5
"ADGRA2",1,0,0,0,4,0,0,0,0,5,5,5
"ADPGK",0,0,0,0,4,1,0,0,0,5,5,5
"ADRA2B",0,0,0,0,5,0,0,0,0,5,5,5
"ADRB3",0,0,0,0,5,0,0,0,0,5,5,5
"AFG3L2",0,0,0,0,2,2,0,1,0,5,5,5
"AGBL2",0,0,0,0,5,0,0,0,0,5,5,5
"AGBL4",0,0,0,0,5,0,0,0,0,5,5,5
"AGTR2",0,0,0,0,5,0,0,0,0,5,5,5
"AGXT",1,3,0,0,1,0,0,0,0,5,5,5
"AHSG",1,1,0,0,3,0,0,0,0,5,5,5
"AIDA",1,0,0,0,3,1,0,0,0,5,5,5
"AIPL1",0,0,0,0,5,0,0,0,0,5,5,5
"AKAP5",1,0,0,0,4,0,0,0,0,5,5,5
"AKAP8",1,0,0,0,4,0,0,0,0,5,5,5
"AKNAD1",0,0,0,0,4,1,0,0,0,5,5,5
"ALDH2",0,0,0,0,5,0,0,0,0,5,5,5
"ALDH3A1",1,0,0,0,3,1,0,0,0,5,5,5
"ALDH3A2",0,1,0,0,4,0,0,0,0,5,5,5
"ALDH3B1",0,0,0,0,5,0,0,0,0,5,5,5
"ALDH6A1",0,0,0,0,5,0,0,0,0,5,5,5
"ALKBH4",0,0,0,0,5,0,0,0,0,5,5,5
"ALOX12",0,0,0,0,4,1,0,0,0,5,5,5
"ALOX15",0,0,0,0,4,1,0,0,0,5,5,5
"ALPP",0,0,0,0,4,0,0,1,0,5,5,5
"AMBN",1,0,0,0,4,0,0,0,0,5,5,5
"ANGPTL7",0,0,0,0,5,0,0,0,0,5,5,5
"ANKLE2",0,0,0,0,5,0,0,0,0,5,5,5
"ANKRD53",0,0,0,0,5,0,0,0,0,5,5,5
"ANKRD7",0,0,0,0,5,0,0,0,0,5,5,5
"ANO1",1,0,0,0,4,0,0,0,0,5,5,5
"ANXA7",0,0,0,0,5,0,0,0,0,5,5,5
"AOAH",0,0,0,0,5,0,0,0,0,5,5,5
"AP1M1",3,0,0,0,2,0,0,0,0,5,5,5
"AP2M1",0,1,0,0,4,0,0,0,0,5,5,5
"APBB1IP",0,0,0,0,4,1,0,0,0,5,5,5
"API5",1,0,0,0,4,0,0,0,0,5,5,5
"APLNR",0,0,0,0,5,0,0,0,0,5,5,5
"APOL3",0,1,0,0,4,0,0,0,0,5,5,5
"AQP8",3,0,0,0,1,1,0,0,0,5,5,5
"AREL1",0,0,0,0,5,0,0,0,0,5,5,5
"ARHGAP44",0,0,0,0,5,0,0,0,0,5,5,5
"ARHGEF4",0,0,0,0,5,0,0,0,0,5,5,5
"ARID3B",0,0,0,0,5,0,0,0,0,5,5,5
"ARL11",0,0,0,0,5,0,0,0,0,5,5,5
"ARMCX5",1,0,0,0,4,0,0,0,0,5,5,5
"ARRDC1",0,0,0,0,5,0,0,0,0,5,5,5
"ARSD",1,0,0,0,4,0,0,0,0,5,5,5
"ASAP3",0,0,0,0,5,0,0,0,0,5,5,5
"ASCC2",1,1,0,0,2,1,0,0,0,5,5,5
"ASMT",0,0,0,0,4,1,0,0,0,5,5,5
"ASPA",0,0,0,0,5,0,0,0,0,5,5,5
"ASPN",2,0,0,0,3,0,0,0,0,5,5,5
"ATAT1",2,0,0,0,3,0,0,0,0,5,5,5
"ATF1",1,0,0,0,4,0,0,0,0,5,5,5
"ATP1B1",1,0,1,0,2,0,0,1,0,5,5,5
"ATP1B2",2,0,0,0,3,0,0,0,0,5,5,5
"ATP6AP2",0,0,0,0,2,3,0,0,0,5,5,5
"ATP6V1A",0,0,0,0,5,0,0,0,0,5,5,5
"ATP6V1C1",0,0,0,0,5,0,0,0,0,5,5,5
"ATXN7L2",1,0,0,0,4,0,0,0,0,5,5,5
"AUH",1,0,0,0,4,0,0,0,0,5,5,5
"B3GNT7",0,0,0,0,5,0,0,0,0,5,5,5
"B4GALNT2",0,0,0,0,4,1,0,0,0,5,5,5
