"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"SRGAP2",2,0,0,0,7,0,0,0,0,9,9,9
"SSH1",2,0,0,0,6,1,0,0,0,9,9,9
"SSTR4",0,0,0,0,9,0,0,0,0,9,9,9
"ST8SIA1",1,0,0,0,8,0,0,0,0,9,9,9
"STAG2",2,0,0,0,7,0,0,0,0,9,9,9
"STARD8",1,1,0,0,6,1,0,0,0,9,9,9
"STK24",0,1,0,0,6,2,0,0,0,9,9,9
"STRA8",0,0,0,0,4,2,2,1,0,9,9,9
"SYT3",0,0,0,0,8,0,0,1,0,9,9,9
"TAS1R3",1,1,0,0,5,2,0,0,0,9,9,9
"TAS2R1",2,0,0,0,7,0,0,0,0,9,9,9
"TBC1D8",0,0,0,0,8,1,0,0,0,9,9,9
"TBC1D8B",1,0,0,0,7,1,0,0,0,9,9,9
"TBR1",0,1,0,0,7,1,0,0,0,9,9,9
"TBX2",0,0,0,0,9,0,0,0,0,9,9,9
"TECPR1",1,1,0,0,7,0,0,0,0,9,9,9
"TEX11",2,0,0,0,7,0,0,0,0,9,9,9
"TFAP2C",0,0,0,0,9,0,0,0,0,9,9,9
"TFEC",2,2,0,0,2,3,0,0,0,9,9,9
"THRAP3",0,0,0,0,7,2,0,0,0,9,9,9
"THRB",0,0,0,0,8,1,0,0,0,9,9,9
"TLE1",0,0,0,0,8,0,0,1,0,9,9,9
"TLR3",2,2,0,0,4,1,0,0,0,9,9,9
"TMEM39A",3,2,0,0,3,1,0,0,0,9,9,9
"TMEM74",0,2,0,0,7,0,0,0,0,9,9,9
"TMEM87B",2,0,0,0,7,0,0,0,0,9,9,9
"TMPRSS11A",1,0,0,0,8,0,0,0,0,9,9,9
"TNFRSF10A",1,0,0,0,7,1,0,0,0,9,9,9
"TOMM70",0,1,0,0,8,0,0,0,0,9,9,9
"TRAK2",0,0,0,0,8,1,0,0,0,9,9,9
"TRIM45",0,0,0,0,9,0,0,0,0,9,9,9
"TRIM6-TRIM34",1,0,0,0,7,1,0,0,0,9,9,9
"TRIP4",1,0,0,0,7,0,0,1,0,9,9,9
"TRPV2",2,0,0,0,7,0,0,0,0,9,9,9
"TRPV6",0,0,0,0,9,0,0,0,0,9,9,9
"TSC22D1",4,0,0,0,5,0,0,0,0,9,9,9
"TSHR",0,0,0,0,9,0,0,0,0,9,9,9
"TSPAN10",4,0,0,1,4,0,0,0,0,9,9,9
"TSPEAR",1,0,0,0,8,0,0,0,0,9,9,9
"TTC12",3,0,0,0,6,0,0,0,0,9,9,9
"TTLL5",0,0,0,0,6,1,0,2,0,9,9,9
"UBE2O",2,0,0,0,6,1,0,0,0,9,9,9
"UBR1",2,0,0,0,7,0,0,0,0,9,9,9
"UMOD",0,0,0,0,8,1,0,0,0,9,9,9
"UNC5B",0,0,0,0,9,0,0,0,0,9,9,9
"UPF3A",3,1,0,0,3,2,0,0,0,9,9,9
"URGCP",0,0,0,0,9,0,0,0,0,9,9,9
"USP17L2",1,0,0,0,7,1,0,0,0,9,9,9
"USP45",2,0,0,0,6,0,0,1,0,9,9,9
"VANGL1",3,1,0,0,5,0,0,0,0,9,9,9
"VLDLR",0,0,0,0,8,0,0,1,0,9,9,9
"VPS16",0,1,0,0,8,0,0,0,0,9,9,9
"VPS18",0,0,1,0,8,0,0,0,0,9,9,9
"VWA5A",4,0,0,0,4,0,0,1,0,9,9,9
"VWA7",3,0,0,0,6,0,0,0,0,9,9,9
"WASF3",1,0,0,0,8,0,0,0,0,9,9,9
"WDHD1",1,0,0,0,8,0,0,0,0,9,9,9
"WDR26",0,0,1,0,7,1,0,0,0,9,9,9
"WDR91",1,0,0,0,8,0,0,0,0,9,9,9
"WFS1",1,0,0,0,8,0,0,0,0,9,9,9
"XKR7",0,0,0,0,9,0,0,0,0,9,9,9
"XRN2",0,0,0,0,5,4,0,0,0,9,9,9
"XYLT1",1,0,0,0,8,0,0,0,0,9,9,9
"ZBTB38",1,0,0,0,8,0,0,0,0,9,9,9
"ZCCHC12",0,0,0,0,9,0,0,0,0,9,9,9
"ZFP57",3,0,0,0,3,3,0,0,0,9,9,9
"ZFP82",0,0,0,0,9,0,0,0,0,9,9,9
"ZIM3",2,0,0,0,7,0,0,0,0,9,9,9
"ZNF205",1,0,0,0,8,0,0,0,0,9,9,9
"ZNF217",3,0,0,0,6,0,0,0,0,9,9,9
"ZNF234",2,0,0,0,6,1,0,0,0,9,9,9
"ZNF304",1,0,0,0,8,0,0,0,0,9,9,9
"ZNF326",0,0,0,0,5,3,0,1,0,9,9,9
"ZNF425",0,0,0,0,9,0,0,0,0,9,9,9
"ZNF429",2,0,0,0,7,0,0,0,0,9,9,9
"ZNF507",1,1,0,0,6,1,0,0,0,9,9,9
"ZNF571",0,0,0,0,9,0,0,0,0,9,9,9
"ZYG11B",0,0,0,0,9,0,0,0,0,9,9,9
"ARHGEF28",0,0,0,0,16,1,0,0,0,17,8,8
"MSH4",1,0,0,0,16,0,0,0,0,17,8,8
"ARHGEF12",0,0,0,0,12,2,0,0,0,14,8,8
"CCDC7",0,1,0,0,12,1,0,0,0,14,8,8
"ZNF180",0,0,0,0,14,0,0,0,0,14,8,8
"ZNF700",1,0,0,0,12,1,0,0,0,14,8,8
"ATP13A4",0,0,0,0,12,0,0,1,0,13,8,8
"ITPKB",1,0,0,0,12,0,0,0,0,13,8,8
"SERPINA12",0,1,0,0,12,0,0,0,0,13,8,8
"TLR1",1,0,0,0,12,0,0,0,0,13,8,8
"TRIM2",0,0,0,0,13,0,0,0,0,13,8,8
"ADGRE3",2,0,0,0,7,1,0,2,0,12,8,8
"ARHGEF37",2,0,0,0,10,0,0,0,0,12,8,8
"BEND2",0,0,0,0,10,2,0,0,0,12,8,8
"GHR",0,0,0,0,12,0,0,0,0,12,8,8
"ITGA9",0,0,0,0,9,3,0,0,0,12,8,8
"KAT2B",0,0,0,0,11,0,0,1,0,12,8,8
"MFHAS1",0,0,0,0,12,0,0,0,0,12,8,8
"MYO6",1,0,0,0,9,0,0,2,0,12,8,8
"NLRP11",1,0,0,0,8,3,0,0,0,12,8,8
"NR5A2",2,0,0,0,10,0,0,0,0,12,8,8
"OR2W1",0,0,0,0,12,0,0,0,0,12,8,8
"OR51V1",1,0,0,0,11,0,0,0,0,12,8,8
"PDIA3",1,2,0,0,8,1,0,0,0,12,8,8
"RB1",1,0,0,0,5,5,0,1,0,12,8,8
"RMI1",0,0,0,0,11,1,0,0,0,12,8,8
"RNF145",1,1,0,0,10,0,0,0,0,12,8,8
"SLC1A1",1,0,0,0,9,0,0,2,0,12,8,8
"TMC1",1,0,0,0,10,1,0,0,0,12,8,8
"UBR3",0,0,0,0,12,0,0,0,0,12,8,8
"ZFP3",0,0,0,0,12,0,0,0,0,12,8,8
"ZNF608",0,1,0,0,11,0,0,0,0,12,8,8
"ADCY3",1,0,0,0,10,0,0,0,0,11,8,8
"ADORA1",0,0,0,0,11,0,0,0,0,11,8,8
"ATP2C2",3,0,1,0,5,1,0,1,0,11,8,8
"BRDT",0,0,0,0,8,2,0,1,0,11,8,8
"CMTR1",2,0,0,0,9,0,0,0,0,11,8,8
"CPXCR1",0,0,0,0,11,0,0,0,0,11,8,8
"CWC22",0,0,0,0,10,1,0,0,0,11,8,8
"DBH",0,0,0,0,11,0,0,0,0,11,8,8
"DSC1",0,0,0,0,9,2,0,0,0,11,8,8
"EHMT1",0,0,0,0,11,0,0,0,0,11,8,8
"HRH2",0,0,0,0,11,0,0,0,0,11,8,8
"MAP3K2",2,0,0,0,7,2,0,0,0,11,8,8
"N4BP2L2",0,1,0,0,10,0,0,0,0,11,8,8
"NUF2",1,1,0,0,7,2,0,0,0,11,8,8
"PDZRN3",1,0,0,0,8,2,0,0,0,11,8,8
"PKN3",2,0,2,0,6,0,0,1,0,11,8,8
"PON1",1,0,1,0,7,2,0,0,0,11,8,8
"PRPF38B",0,0,0,0,9,2,0,0,0,11,8,8
"PYGL",1,0,0,0,10,0,0,0,0,11,8,8
"SLC5A8",0,0,0,0,11,0,0,0,0,11,8,8
"SPOCD1",1,0,0,0,10,0,0,0,0,11,8,8
"SRBD1",0,0,0,0,11,0,0,0,0,11,8,8
"SSH2",4,0,0,0,5,2,0,0,0,11,8,8
"TAOK1",0,0,0,0,8,3,0,0,0,11,8,8
"TBCK",0,1,0,0,9,0,0,1,0,11,8,8
"TLE3",0,1,0,0,9,1,0,0,0,11,8,8
"TRPC1",0,0,0,0,9,2,0,0,0,11,8,8
"XRCC5",1,0,0,0,10,0,0,0,0,11,8,8
"ZIK1",1,0,0,0,9,1,0,0,0,11,8,8
"ZNF211",0,0,0,0,11,0,0,0,0,11,8,8
"ZNF248",0,0,0,0,11,0,0,0,0,11,8,8
"ZNF266",0,0,0,0,10,1,0,0,0,11,8,8
"ZNF491",0,0,0,0,11,0,0,0,0,11,8,8
"ABR",5,0,0,0,5,0,0,0,0,10,8,8
"ADAD1",1,2,0,0,7,0,0,0,0,10,8,8
"ADAMTS8",2,0,0,0,8,0,0,0,0,10,8,8
"ADD2",0,0,0,0,10,0,0,0,0,10,8,8
"ALDH16A1",3,1,0,0,6,0,0,0,0,10,8,8
"ALDH1L2",0,1,0,0,9,0,0,0,0,10,8,8
"ARHGEF3",0,0,0,0,10,0,0,0,0,10,8,8
"BACE2",2,0,0,0,8,0,0,0,0,10,8,8
"BICD1",0,1,1,0,8,0,0,0,0,10,8,8
"BTN2A2",2,0,0,0,8,0,0,0,0,10,8,8
"CARNMT1",1,0,0,0,8,1,0,0,0,10,8,8
"CCDC87",1,0,0,0,9,0,0,0,0,10,8,8
"CD96",2,0,0,0,8,0,0,0,0,10,8,8
"CDS2",1,0,0,0,9,0,0,0,0,10,8,8
"CERS3",0,0,0,0,10,0,0,0,0,10,8,8
"CFAP44",1,1,0,0,7,1,0,0,0,10,8,8
"CHRNA3",0,0,2,0,7,1,0,0,0,10,8,8
"CNGA4",0,0,0,0,10,0,0,0,0,10,8,8
"CYP26A1",0,0,2,0,8,0,0,0,0,10,8,8
"CYP4F2",0,0,0,0,10,0,0,0,0,10,8,8
"DCAF13",0,0,0,0,8,2,0,0,0,10,8,8
"DCLK2",1,1,0,0,8,0,0,0,0,10,8,8
"DLG3",0,0,0,0,8,2,0,0,0,10,8,8
"DYRK3",1,0,0,0,9,0,0,0,0,10,8,8
"EDEM3",1,0,0,0,7,2,0,0,0,10,8,8
"ENTHD1",0,0,0,0,10,0,0,0,0,10,8,8
"ERO1B",0,0,0,0,7,3,0,0,0,10,8,8
"FAM120A",1,0,0,0,6,3,0,0,0,10,8,8
"FLRT3",0,0,0,0,10,0,0,0,0,10,8,8
"FOCAD",0,0,0,0,9,0,0,1,0,10,8,8
"FRK",0,0,0,0,10,0,0,0,0,10,8,8
"FSCB",1,1,0,0,8,0,0,0,0,10,8,8
"GABPA",0,0,0,0,8,1,0,1,0,10,8,8
"GNL2",0,0,0,0,6,1,2,1,0,10,8,8
"GPC2",1,0,0,0,9,0,0,0,0,10,8,8
"GSK3B",0,0,0,0,7,3,0,0,0,10,8,8
"HLA-DRA",0,0,0,0,6,4,0,0,0,10,8,8
"HRG",0,0,0,0,10,0,0,0,0,10,8,8
"HTRA1",0,0,0,0,10,0,0,0,0,10,8,8
"KMT5B",0,1,0,0,7,2,0,0,0,10,8,8
"KRT1",0,0,0,0,10,0,0,0,0,10,8,8
"KTN1",1,2,0,0,7,0,0,0,0,10,8,8
"LEF1",1,0,0,0,9,0,0,0,0,10,8,8
"LIMA1",2,0,0,0,6,2,0,0,0,10,8,8
"LINS1",1,1,0,0,5,2,0,1,0,10,8,8
"LRRC8A",0,0,0,0,9,1,0,0,0,10,8,8
"MAP3K15",0,0,0,0,10,0,0,0,0,10,8,8
"MAP3K20",1,0,0,0,8,1,0,0,0,10,8,8
"MBOAT1",1,0,0,0,7,2,0,0,0,10,8,8
"MPP6",1,0,0,0,7,2,0,0,0,10,8,8
"MTR",0,3,0,0,7,0,0,0,0,10,8,8
"N4BP1",3,0,0,0,6,1,0,0,0,10,8,8
"NIBAN1",0,0,0,0,8,2,0,0,0,10,8,8
"NOC4L",3,0,0,0,6,0,0,1,0,10,8,8
"OFD1",2,0,0,0,8,0,0,0,0,10,8,8
"OR11H1",0,0,0,0,10,0,0,0,0,10,8,8
"OR6C75",2,0,0,0,8,0,0,0,0,10,8,8
"OR6K3",1,0,0,0,9,0,0,0,0,10,8,8
"OTX2",2,0,0,0,6,2,0,0,0,10,8,8
"PACSIN1",2,0,0,0,7,0,0,1,0,10,8,8
"PDLIM1",0,1,0,0,9,0,0,0,0,10,8,8
"PLAG1",0,0,0,0,9,0,0,1,0,10,8,8
"PLCH2",0,1,0,0,9,0,0,0,0,10,8,8
"PPFIBP1",1,0,0,0,6,3,0,0,0,10,8,8
"PPP1R13B",0,1,0,0,9,0,0,0,0,10,8,8
"PPP4R1",0,0,0,0,8,2,0,0,0,10,8,8
"PRKAA2",4,0,0,0,6,0,0,0,0,10,8,8
"PRPF3",1,0,0,0,8,1,0,0,0,10,8,8
"PTPRO",1,0,0,0,9,0,0,0,0,10,8,8
"RHPN1",0,1,0,0,9,0,0,0,0,10,8,8
"RNF168",1,1,0,0,8,0,0,0,0,10,8,8
"RYK",1,0,0,0,8,1,0,0,0,10,8,8
"SEMA3A",0,0,0,0,10,0,0,0,0,10,8,8
"SFMBT1",0,0,0,0,10,0,0,0,0,10,8,8
"SFPQ",0,0,0,0,10,0,0,0,0,10,8,8
"SH3D21",1,0,0,0,9,0,0,0,0,10,8,8
"SLC47A1",0,0,0,0,8,0,0,2,0,10,8,8
"SLCO1A2",1,1,1,0,7,0,0,0,0,10,8,8
"SPTLC3",0,0,0,0,8,2,0,0,0,10,8,8
"SPZ1",0,1,0,0,5,4,0,0,0,10,8,8
"STON1-GTF2A1L",0,0,0,0,10,0,0,0,0,10,8,8
"TFG",0,0,0,0,8,2,0,0,0,10,8,8
"TMCO3",0,0,0,0,10,0,0,0,0,10,8,8
"TTI1",3,0,0,0,7,0,0,0,0,10,8,8
"TUBGCP4",0,0,0,0,10,0,0,0,0,10,8,8
"UBR2",0,0,0,0,10,0,0,0,0,10,8,8
"UBTF",1,0,0,0,9,0,0,0,0,10,8,8
"VCPIP1",1,0,1,0,6,2,0,0,0,10,8,8
"VEGFC",0,0,0,0,8,2,0,0,0,10,8,8
"WDPCP",0,0,0,0,8,1,0,1,0,10,8,8
"ZNF354A",0,0,0,0,8,2,0,0,0,10,8,8
"ZNF648",0,0,0,0,9,1,0,0,0,10,8,8
"ZNF667",1,1,0,0,8,0,0,0,0,10,8,8
"ZNF780A",0,0,0,0,9,1,0,0,0,10,8,8
"ACAP3",0,0,1,0,8,0,0,0,0,9,8,8
"ACLY",1,0,0,0,8,0,0,0,0,9,8,8
"ADGRE5",0,0,0,0,9,0,0,0,0,9,8,8
"AFM",2,0,0,0,6,1,0,0,0,9,8,8
"AGAP2",0,0,0,0,9,0,0,0,0,9,8,8
"AGGF1",3,1,0,0,4,1,0,0,0,9,8,8
"ALDH4A1",1,1,0,0,6,0,0,1,0,9,8,8
"ALX4",4,0,0,0,5,0,0,0,0,9,8,8
"ANKK1",0,0,0,0,8,1,0,0,0,9,8,8
"ASNSD1",2,0,0,0,6,1,0,0,0,9,8,8
"ATXN7",1,0,0,0,7,1,0,0,0,9,8,8
"BRCA1",0,1,0,0,6,2,0,0,0,9,8,8
"BRD8",1,1,0,0,6,0,0,1,0,9,8,8
"C7orf31",2,0,0,0,6,1,0,0,0,9,8,8
"CAMK1D",1,0,0,0,7,0,0,1,0,9,8,8
"CBL",0,0,0,0,9,0,0,0,0,9,8,8
"CBLB",0,0,0,0,8,1,0,0,0,9,8,8
"CCDC151",1,0,0,0,8,0,0,0,0,9,8,8
"CDCA2",2,0,0,0,5,2,0,0,0,9,8,8
"CDHR2",1,0,0,0,8,0,0,0,0,9,8,8
"CDHR5",1,1,0,0,7,0,0,0,0,9,8,8
"CEP131",0,0,0,0,8,1,0,0,0,9,8,8
"CES1",2,0,0,0,7,0,0,0,0,9,8,8
"CHODL",0,0,0,0,8,1,0,0,0,9,8,8
"CKAP2",4,0,0,0,5,0,0,0,0,9,8,8
"CLCA2",0,0,0,0,5,3,0,1,0,9,8,8
"CNNM2",4,0,0,0,5,0,0,0,0,9,8,8
"COL13A1",0,0,0,0,9,0,0,0,0,9,8,8
"CRTAC1",0,1,0,0,8,0,0,0,0,9,8,8
"CRYBG2",2,0,0,0,7,0,0,0,0,9,8,8
"CSRNP1",1,0,0,0,8,0,0,0,0,9,8,8
"CUL7",0,0,0,0,9,0,0,0,0,9,8,8
"CYP7A1",0,1,0,0,8,0,0,0,0,9,8,8
"DCAF8L1",1,1,0,0,6,1,0,0,0,9,8,8
"DCLRE1A",2,1,0,0,6,0,0,0,0,9,8,8
"DDX50",4,0,0,0,4,1,0,0,0,9,8,8
"DES",0,0,0,0,8,0,0,1,0,9,8,8
"DHX16",1,0,0,0,7,1,0,0,0,9,8,8
"DHX40",0,0,0,0,9,0,0,0,0,9,8,8
"DISP2",1,0,0,0,8,0,0,0,0,9,8,8
"DTX4",4,0,0,0,5,0,0,0,0,9,8,8
"DVL2",0,0,0,0,9,0,0,0,0,9,8,8
"DYM",1,0,0,0,5,3,0,0,0,9,8,8
"EFR3A",3,0,0,0,3,2,0,1,0,9,8,8
"EIF2A",3,0,0,0,6,0,0,0,0,9,8,8
"ELF4",2,0,0,0,6,1,0,0,0,9,8,8
"EPHX1",2,2,0,0,5,0,0,0,0,9,8,8
"EPN1",0,0,0,0,9,0,0,0,0,9,8,8
"ERAP1",3,0,0,0,6,0,0,0,0,9,8,8
"FAM78B",0,1,0,0,7,1,0,0,0,9,8,8
"FBH1",1,0,0,0,7,1,0,0,0,9,8,8
"FBXL18",0,0,0,0,9,0,0,0,0,9,8,8
"FGD2",0,1,0,0,6,2,0,0,0,9,8,8
"FLRT1",0,0,0,0,9,0,0,0,0,9,8,8
"FNDC3B",0,0,0,0,9,0,0,0,0,9,8,8
"GAB1",1,1,0,0,5,2,0,0,0,9,8,8
"GABRA6",1,0,0,0,8,0,0,0,0,9,8,8
"HERC6",0,0,0,0,8,1,0,0,0,9,8,8
"HKDC1",0,0,0,0,8,1,0,0,0,9,8,8
"HOMEZ",3,0,0,0,4,2,0,0,0,9,8,8
"HOXC10",0,2,1,0,6,0,0,0,0,9,8,8
"ICE2",0,2,0,0,6,0,0,1,0,9,8,8
"IRX5",0,0,1,0,8,0,0,0,0,9,8,8
"ITGA2B",0,0,0,0,7,2,0,0,0,9,8,8
"JAK3",1,0,0,0,8,0,0,0,0,9,8,8
"JPH2",1,0,0,0,7,1,0,0,0,9,8,8
"KBTBD7",0,0,0,0,9,0,0,0,0,9,8,8
"KIFAP3",3,1,0,0,5,0,0,0,0,9,8,8
"KPNA3",2,0,0,0,5,2,0,0,0,9,8,8
"LARP4",1,1,0,0,4,3,0,0,0,9,8,8
"LCTL",0,0,0,0,8,1,0,0,0,9,8,8
"LMBRD2",1,0,0,0,8,0,0,0,0,9,8,8
"LPIN1",0,0,0,0,9,0,0,0,0,9,8,8
"LRCH2",1,0,0,0,7,1,0,0,0,9,8,8
"MAP7",0,0,0,0,7,2,0,0,0,9,8,8
"MEP1B",0,0,0,0,8,1,0,0,0,9,8,8
"MLLT1",3,0,0,0,6,0,0,0,0,9,8,8
"MLLT10",1,0,0,0,5,3,0,0,0,9,8,8
"MTO1",0,0,0,0,8,1,0,0,0,9,8,8
"MYO19",2,0,0,0,6,1,0,0,0,9,8,8
"MYO5B",0,0,0,0,7,1,0,1,0,9,8,8
"NKAPD1",2,0,0,0,7,0,0,0,0,9,8,8
"NLGN4Y",0,0,0,0,9,0,0,0,0,9,8,8
"NLRP10",1,0,0,0,8,0,0,0,0,9,8,8
"NLRP14",1,0,0,0,8,0,0,0,0,9,8,8
"NOMO1",1,1,0,0,7,0,0,0,0,9,8,8
"NPC1L1",1,0,0,0,8,0,0,0,0,9,8,8
"NR2E1",1,0,0,0,8,0,0,0,0,9,8,8
"OR10J1",0,0,0,0,9,0,0,0,0,9,8,8
"OR5D13",0,0,0,0,9,0,0,0,0,9,8,8
"OR6C68",2,0,0,0,6,1,0,0,0,9,8,8
"OR6K6",1,0,0,0,8,0,0,0,0,9,8,8
"OR6N2",1,0,0,0,8,0,0,0,0,9,8,8
"OTUD7A",0,0,1,0,8,0,0,0,0,9,8,8
"PAK3",1,0,0,0,6,2,0,0,0,9,8,8
"PAN3",0,0,0,0,9,0,0,0,0,9,8,8
"PAPOLG",0,3,0,0,5,0,0,1,0,9,8,8
"PHKB",1,0,0,0,8,0,0,0,0,9,8,8
"PIAS4",0,0,0,0,8,0,0,1,0,9,8,8
"PIWIL2",0,0,0,0,8,0,0,1,0,9,8,8
"PLA2G3",1,0,0,0,8,0,0,0,0,9,8,8
"PMS2",0,0,0,0,7,1,0,1,0,9,8,8
"PNPLA6",0,0,0,0,9,0,0,0,0,9,8,8
"PPP2R3A",1,0,0,0,7,1,0,0,0,9,8,8
"PPP2R5A",1,1,0,0,6,1,0,0,0,9,8,8
"PSKH2",0,0,0,0,8,1,0,0,0,9,8,8
"PTPN1",2,0,0,0,7,0,0,0,0,9,8,8
"R3HCC1L",1,0,0,0,8,0,0,0,0,9,8,8
"RAD18",0,0,1,0,6,2,0,0,0,9,8,8
"RAD54B",0,0,0,0,8,1,0,0,0,9,8,8
"RALGPS2",1,0,1,0,5,2,0,0,0,9,8,8
"RAPGEF1",0,0,0,0,9,0,0,0,0,9,8,8
"RASAL2",2,0,0,0,7,0,0,0,0,9,8,8
"RBM48",1,0,0,0,8,0,0,0,0,9,8,8
"RCC2",1,0,0,0,7,1,0,0,0,9,8,8
"RECQL5",1,0,0,0,8,0,0,0,0,9,8,8
"RIC1",0,0,0,0,8,1,0,0,0,9,8,8
"RNF31",4,0,0,0,5,0,0,0,0,9,8,8
"RNGTT",0,0,0,0,7,2,0,0,0,9,8,8
"RPH3A",0,0,0,0,6,3,0,0,0,9,8,8
"SEC14L1",2,0,0,0,7,0,0,0,0,9,8,8
"SERPINB8",2,0,0,0,7,0,0,0,0,9,8,8
"SLC25A2",0,0,0,0,8,1,0,0,0,9,8,8
"SLC4A10",0,0,0,0,7,2,0,0,0,9,8,8
"SLC5A3",0,0,0,0,9,0,0,0,0,9,8,8
"SLFNL1",0,0,0,0,9,0,0,0,0,9,8,8
"SMC3",0,0,0,0,9,0,0,0,0,9,8,8
"SNIP1",0,0,0,0,9,0,0,0,0,9,8,8
"SNX31",1,0,0,0,8,0,0,0,0,9,8,8
"SOD2",0,0,0,0,9,0,0,0,0,9,8,8
"SPARCL1",1,0,0,0,8,0,0,0,0,9,8,8
"SPNS2",2,0,0,0,7,0,0,0,0,9,8,8
"SRFBP1",0,5,0,0,4,0,0,0,0,9,8,8
"STARD13",2,0,0,0,7,0,0,0,0,9,8,8
"SUN2",0,0,0,0,8,1,0,0,0,9,8,8
"SYN3",0,0,0,0,7,0,0,2,0,9,8,8
"SYNCRIP",3,0,1,0,4,1,0,0,0,9,8,8
"TDO2",0,0,0,0,9,0,0,0,0,9,8,8
"TMC5",1,0,0,0,6,1,0,1,0,9,8,8
"TMTC1",0,0,0,0,8,0,0,1,0,9,8,8
"TP63",0,0,0,0,5,3,0,1,0,9,8,8
"TRAM1",1,0,0,0,8,0,0,0,0,9,8,8
"TRMT9B",0,0,0,0,9,0,0,0,0,9,8,8
"TSBP1",0,1,0,0,7,1,0,0,0,9,8,8
"TXK",0,0,0,0,8,1,0,0,0,9,8,8
"USP13",2,1,0,0,6,0,0,0,0,9,8,8
"USP36",1,0,0,0,8,0,0,0,0,9,8,8
"USP8",2,1,0,0,5,1,0,0,0,9,8,8
"XPO5",0,1,0,0,8,0,0,0,0,9,8,8
"XPO7",0,0,0,0,7,2,0,0,0,9,8,8
"ZBTB46",0,0,0,0,9,0,0,0,0,9,8,8
"ZHX3",0,0,0,0,9,0,0,0,0,9,8,8
"ZIC1",0,0,0,0,9,0,0,0,0,9,8,8
"ZNF112",0,0,0,0,8,0,0,1,0,9,8,8
"ZNF20",0,0,0,0,9,0,0,0,0,9,8,8
"ZNF282",0,0,0,0,9,0,0,0,0,9,8,8
"ZNF562",1,0,0,0,8,0,0,0,0,9,8,8
"ZNF85",0,1,0,0,7,1,0,0,0,9,8,8
"ZP4",0,0,0,0,9,0,0,0,0,9,8,8
"ZSCAN29",2,0,0,0,7,0,0,0,0,9,8,8
"AATK",1,0,0,0,7,0,0,0,0,8,8,8
"ABCD1",0,0,0,0,8,0,0,0,0,8,8,8
"ACRBP",0,0,0,0,7,0,0,1,0,8,8,8
"ADA2",0,0,0,0,8,0,0,0,0,8,8,8
"ADD3",3,0,0,0,4,1,0,0,0,8,8,8
"ADRA1D",0,0,0,0,8,0,0,0,0,8,8,8
"AGTR1",2,0,0,0,6,0,0,0,0,8,8,8
"AHCYL2",0,0,0,0,7,1,0,0,0,8,8,8
"AHI1",0,2,0,0,4,2,0,0,0,8,8,8
"AHR",1,0,0,0,7,0,0,0,0,8,8,8
"AKAP7",5,1,0,0,0,2,0,0,0,8,8,8
"AL645922.1",1,1,0,0,6,0,0,0,0,8,8,8
"ALB",0,0,0,0,7,0,0,1,0,8,8,8
"ALPL",2,0,0,0,6,0,0,0,0,8,8,8
"AMIGO3",0,0,1,0,7,0,0,0,0,8,8,8
"ANGPTL1",0,0,0,0,7,1,0,0,0,8,8,8
"ANKRD10",2,0,0,0,5,0,0,1,0,8,8,8
"ANO10",1,1,0,0,5,0,0,1,0,8,8,8
"ANTXR1",0,0,0,0,8,0,0,0,0,8,8,8
"ANXA11",0,1,0,0,4,2,0,1,0,8,8,8
"AP002748.5",0,0,0,0,6,2,0,0,0,8,8,8
"AP2B1",1,0,0,0,6,1,0,0,0,8,8,8
"AP3B2",0,0,0,0,8,0,0,0,0,8,8,8
"APOBR",1,0,0,0,7,0,0,0,0,8,8,8
"ARC",1,0,0,0,7,0,0,0,0,8,8,8
"ARHGAP15",0,0,0,0,7,1,0,0,0,8,8,8
"ARHGAP9",0,0,0,0,8,0,0,0,0,8,8,8
"ARHGEF7",0,0,0,0,8,0,0,0,0,8,8,8
"ARID5A",1,0,1,0,6,0,0,0,0,8,8,8
"ARMCX1",0,1,0,0,7,0,0,0,0,8,8,8
"ARMH4",0,0,0,0,8,0,0,0,0,8,8,8
"ARSL",0,0,0,0,8,0,0,0,0,8,8,8
"ASIC4",2,0,0,0,6,0,0,0,0,8,8,8
"ATF5",5,0,0,0,3,0,0,0,0,8,8,8
"ATN1",2,0,0,0,6,0,0,0,0,8,8,8
"ATP1B4",0,0,0,0,4,3,0,1,0,8,8,8
"ATP2A3",0,0,0,0,7,1,0,0,0,8,8,8
"ATP2C1",1,0,0,0,5,0,0,2,0,8,8,8
"ATP5F1A",0,0,0,0,8,0,0,0,0,8,8,8
"ATP7B",0,0,0,0,8,0,0,0,0,8,8,8
"AVPR1B",1,0,0,0,7,0,0,0,0,8,8,8
"BABAM2",2,1,0,0,5,0,0,0,0,8,8,8
"BAHD1",0,0,0,0,8,0,0,0,0,8,8,8
"BCL6",1,1,0,0,6,0,0,0,0,8,8,8
"BEND5",1,0,0,0,7,0,0,0,0,8,8,8
"BRF1",1,2,0,0,5,0,0,0,0,8,8,8
"BRPF1",1,0,0,0,7,0,0,0,0,8,8,8
"BSX",1,0,0,0,7,0,0,0,0,8,8,8
"BTK",0,0,0,0,8,0,0,0,0,8,8,8
"C10orf71",2,0,0,0,6,0,0,0,0,8,8,8
"C11orf87",2,0,0,0,6,0,0,0,0,8,8,8
